,Position,Driver,Car,Time / Gap,Laps
77,1,Valtteri Bottas,Mercedes,1:36.957,23
33,2,Max Verstappen,Red Bull Racing Honda,+0.535s,22
44,3,Lewis Hamilton,Mercedes,+0.634s,20
23,4,Alexander Albon,Red Bull Racing Honda,+1.127s,23
5,5,Sebastian Vettel,Ferrari,+1.949s,19
8,6,Romain Grosjean,Haas Ferrari,+2.189s,18
16,7,Charles Leclerc,Ferrari,+2.292s,18
20,8,Kevin Magnussen,Haas Ferrari,+2.393s,19
99,9,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,+2.466s,20
27,10,Nico Hulkenberg,Renault,+2.548s,22
4,11,Lando Norris,McLaren Renault,+2.671s,18
18,12,Lance Stroll,Racing Point BWT Mercedes,+2.907s,23
7,13,Kimi Räikkönen,Alfa Romeo Racing Ferrari,+2.931s,17
11,14,Sergio Perez,Racing Point BWT Mercedes,+2.944s,17
26,15,Daniil Kvyat,Scuderia Toro Rosso Honda,+3.012s,20
10,16,Pierre Gasly,Scuderia Toro Rosso Honda,+3.444s,17
55,17,Carlos Sainz,McLaren Renault,+3.730s,23
88,18,Robert Kubica,Williams Mercedes,+3.835s,21
3,19,Daniel Ricciardo,Renault,+3.893s,12
63,20,George Russell,Williams Mercedes,+4.405s,24
