,Position,Driver,Car,Q1,Q2,Q3,Laps
44,1,Lewis Hamilton,Mercedes,1:35.851,1:35.634,1:34.779,19
77,2,Valtteri Bottas,Mercedes,1:36.200,1:35.674,1:34.973,16
33,3,Max Verstappen,Red Bull Racing Honda,1:36.390,1:36.275,1:35.139,16
16,4,Charles Leclerc,Ferrari,1:36.478,1:35.543,1:35.219,16
5,5,Sebastian Vettel,Ferrari,1:36.963,1:35.786,1:35.339,16
23,6,Alexander Albon,Red Bull Racing Honda,1:36.102,1:36.718,1:35.682,21
4,7,Lando Norris,McLaren Renault,1:37.545,1:36.764,1:36.436,17
3,8,Daniel Ricciardo,Renault,1:37.106,1:36.785,1:36.456,15
55,9,Carlos Sainz,McLaren Renault,1:37.358,1:36.308,1:36.459,17
27,10,Nico Hulkenberg,Renault,1:37.506,1:36.859,1:36.710,18
11,11,Sergio Perez,Racing Point BWT Mercedes,1:36.961,1:37.055,,13
10,12,Pierre Gasly,Scuderia Toro Rosso Honda,1:37.198,1:37.089,,12
18,13,Lance Stroll,Racing Point BWT Mercedes,1:37.528,1:37.103,,14
26,14,Daniil Kvyat,Scuderia Toro Rosso Honda,1:37.683,1:37.141,,12
20,15,Kevin Magnussen,Haas Ferrari,1:37.710,1:37.254,,14
8,16,Romain Grosjean,Haas Ferrari,1:38.051,,,8
99,17,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1:38.114,,,6
7,18,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1:38.383,,,6
63,19,George Russell,Williams Mercedes,1:38.717,,,8
88,20,Robert Kubica,Williams Mercedes,1:39.236,,,6
