,Position,Driver,Car,Q1,Q2,Q3,Laps
44,1,Lewis Hamilton,Mercedes,1:25.900,1:25.347,1:24.303,22
77,2,Valtteri Bottas,Mercedes,1:25.801,1:25.015,1:24.616,17
33,3,Max Verstappen,Red Bull Racing Honda,1:26.115,1:26.144,1:25.325,15
16,4,Charles Leclerc,Ferrari,1:26.550,1:26.203,1:25.427,16
4,5,Lando Norris,McLaren Renault,1:26.855,1:26.420,1:25.782,20
18,6,Lance Stroll,Racing Point BWT Mercedes,1:26.243,1:26.501,1:25.839,20
55,7,Carlos Sainz,McLaren Renault,1:26.715,1:26.149,1:25.965,20
3,8,Daniel Ricciardo,Renault,1:26.677,1:26.339,1:26.009,19
31,9,Esteban Ocon,Renault,1:26.396,1:26.252,1:26.209,20
5,10,Sebastian Vettel,Ferrari,1:26.469,1:26.455,1:26.339,20
10,11,Pierre Gasly,AlphaTauri Honda,1:26.343,1:26.501,,12
23,12,Alexander Albon,Red Bull Racing Honda,1:26.565,1:26.545,,11
27,13,Nico Hulkenberg,Racing Point BWT Mercedes,1:26.327,1:26.566,,14
26,14,Daniil Kvyat,AlphaTauri Honda,1:26.774,1:26.744,,12
63,15,George Russell,Williams Mercedes,1:26.732,1:27.092,,14
20,16,Kevin Magnussen,Haas Ferrari,1:27.158,,,9
99,17,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1:27.164,,,9
7,18,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1:27.366,,,9
8,19,Romain Grosjean,Haas Ferrari,1:27.643,,,9
6,20,Nicholas Latifi,Williams Mercedes,1:27.705,,,7
