,Position,Driver,Car,Time
44,1,Lewis Hamilton,Mercedes,1:24.303
77,2,Valtteri Bottas,Mercedes,1:24.616
33,3,Max Verstappen,Red Bull Racing Honda,1:25.325
16,4,Charles Leclerc,Ferrari,1:25.427
4,5,Lando Norris,McLaren Renault,1:25.782
18,6,Lance Stroll,Racing Point BWT Mercedes,1:25.839
55,7,Carlos Sainz,McLaren Renault,1:25.965
3,8,Daniel Ricciardo,Renault,1:26.009
31,9,Esteban Ocon,Renault,1:26.209
5,10,Sebastian Vettel,Ferrari,1:26.339
10,11,Pierre Gasly,AlphaTauri Honda,1:26.501
23,12,Alexander Albon,Red Bull Racing Honda,1:26.545
27,13,Nico Hulkenberg,Racing Point BWT Mercedes,1:26.566
20,14,Kevin Magnussen,Haas Ferrari,1:27.158
99,15,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1:27.164
7,16,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1:27.366
8,17,Romain Grosjean,Haas Ferrari,1:27.643
6,18,Nicholas Latifi,Williams Mercedes,1:27.705
26,19,Daniil Kvyat,AlphaTauri Honda,1:26.744
63,20,George Russell,Williams Mercedes,1:27.092
