,Position,Driver,Car,Time / Gap,Laps
18,1,Lance Stroll,Racing Point BWT Mercedes,1:27.274,29
23,2,Alexander Albon,Red Bull Racing Honda,+0.090s,13
77,3,Valtteri Bottas,Mercedes,+0.157s,30
16,4,Charles Leclerc,Ferrari,+0.296s,30
44,5,Lewis Hamilton,Mercedes,+0.307s,27
55,6,Carlos Sainz,McLaren Renault,+0.546s,35
27,7,Nico Hulkenberg,Racing Point BWT Mercedes,+0.636s,28
10,8,Pierre Gasly,AlphaTauri Honda,+0.723s,31
3,9,Daniel Ricciardo,Renault,+0.838s,30
7,10,Kimi Räikkönen,Alfa Romeo Racing Ferrari,+0.885s,35
4,11,Lando Norris,McLaren Renault,+0.895s,26
31,12,Esteban Ocon,Renault,+0.945s,35
99,13,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,+0.982s,31
33,14,Max Verstappen,Red Bull Racing Honda,+1.116s,23
26,15,Daniil Kvyat,AlphaTauri Honda,+1.152s,29
8,16,Romain Grosjean,Haas Ferrari,+1.290s,27
63,17,George Russell,Williams Mercedes,+1.497s,26
5,18,Sebastian Vettel,Ferrari,+1.586s,23
20,19,Kevin Magnussen,Haas Ferrari,+1.624s,27
6,20,Nicholas Latifi,Williams Mercedes,+2.684s,35
