,Position,Driver,Car,Time
15,1,Jean-Pierre Jabouille,Renault,1:11.800
11,2,Jody Scheckter,Ferrari,1:12.040
12,3,Gilles Villeneuve,Ferrari,1:12.070
5,4,Niki Lauda,Brabham Ford,1:12.120
25,5,Patrick Depailler,Ligier Ford,1:12.150
26,6,Jacques Laffite,Ligier Ford,1:12.260
3,7,Didier Pironi,Tyrrell Ford,1:12.330
1,8,Mario Andretti,Lotus Ford,1:12.360
4,9,Jean-Pierre Jarier,Tyrrell Ford,1:12.550
16,10,Rene Arnoux,Renault,1:12.690
2,11,Carlos Reutemann,Lotus Ford,1:12.750
6,12,Nelson Piquet,Brabham Ford,1:13.070
20,13,James Hunt,Wolf Ford,1:14.210
7,14,John Watson,McLaren Ford,1:14.440
18,15,Elio de Angelis,Shadow Ford,1:14.440
29,16,Riccardo Patrese,Arrows Ford,1:14.540
8,17,Patrick Tambay,McLaren Ford,1:14.580
14,18,Emerson Fittipaldi,Fittipaldi Ford,1:14.610
27,19,Alan  Jones,Williams Ford,1:14.640
30,20,Jochen Mass,Arrows Ford,1:15.000
17,21,Jan Lammers,Shadow Ford,1:15.350
28,22,Clay Regazzoni,Williams Ford,1:15.680
31,23,Hector Rebaque,Lotus Ford,1:16.150
9,24,Hans-Joachim Stuck,ATS Ford,1:16.310
