,Position,Driver,Car,Laps,Time,Points
12,1,Gilles Villeneuve,Ferrari,78,1:41:49.960,9
11,2,Jody Scheckter,Ferrari,78,+3.420s,6
4,3,Jean-Pierre Jarier,Tyrrell Ford,78,+22.110s,4
1,4,Mario Andretti,Lotus Ford,78,+27.880s,3
2,5,Carlos Reutemann,Lotus Ford,78,+66.970s,2
5,6,Niki Lauda,Brabham Alfa Romeo,77,+1 lap,1
6,7,Nelson Piquet,Brabham Alfa Romeo,77,+1 lap,0
20,8,James Hunt,Wolf Ford,77,+1 lap,0
28,9,Clay Regazzoni,Williams Ford,76,+2 laps,0
8,10,Patrick Tambay,McLaren Ford,75,+3 laps,0
29,11,Riccardo Patrese,Arrows Ford,75,+3 laps,0
30,12,Jochen Mass,Arrows Ford,74,+4 laps,0
14,13,Emerson Fittipaldi,Fittipaldi Ford,74,+4 laps,0
31,14,Hector Rebaque,Lotus Ford,71,DNF,0
16,NC,Rene Arnoux,Renault,67,DNF,0
27,NC,Alan  Jones,Williams Ford,63,DNF,0
7,NC,John Watson,McLaren Ford,61,DNF,0
9,NC,Hans-Joachim Stuck,ATS Ford,57,DNF,0
15,NC,Jean-Pierre Jabouille,Renault,47,DNF,0
26,NC,Jacques Laffite,Ligier Ford,45,DNF,0
3,NC,Didier Pironi,Tyrrell Ford,25,DNF,0
18,NC,Elio de Angelis,Shadow Ford,16,DNF,0
25,NC,Patrick Depailler,Ligier Ford,4,DNF,0
17,NC,Jan Lammers,Shadow Ford,2,DNF,0
