,Position,Driver,Car,Time / Gap,Laps
44,1,Lewis Hamilton,Mercedes,1:28.971,28
33,2,Max Verstappen,Red Bull Racing Honda,+0.347s,34
77,3,Valtteri Bottas,Mercedes,+0.365s,30
11,4,Sergio Perez,Racing Point BWT Mercedes,+0.432s,32
3,5,Daniel Ricciardo,Renault,+0.491s,27
10,6,Pierre Gasly,AlphaTauri Honda,+0.580s,36
4,7,Lando Norris,McLaren Renault,+0.870s,30
18,8,Lance Stroll,Racing Point BWT Mercedes,+0.900s,32
26,9,Daniil Kvyat,AlphaTauri Honda,+0.929s,34
23,10,Alexander Albon,Red Bull Racing Honda,+1.043s,17
31,11,Esteban Ocon,Renault,+1.114s,30
5,12,Sebastian Vettel,Ferrari,+1.139s,35
55,13,Carlos Sainz,McLaren Renault,+1.300s,33
16,14,Charles Leclerc,Ferrari,+1.436s,30
99,15,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,+1.656s,33
20,16,Kevin Magnussen,Haas Ferrari,+1.878s,27
7,17,Kimi Räikkönen,Alfa Romeo Racing Ferrari,+1.957s,34
6,18,Nicholas Latifi,Williams Mercedes,+2.002s,32
8,19,Romain Grosjean,Haas Ferrari,+2.148s,28
63,20,George Russell,Williams Mercedes,+2.665s,29
