,Position,Driver,Car,Laps,Time,Points
44,1,Lewis Hamilton,Mercedes,57,2:59:47.515,25
33,2,Max Verstappen,Red Bull Racing Honda,57,+1.254s,19
23,3,Alexander Albon,Red Bull Racing Honda,57,+8.005s,15
4,4,Lando Norris,McLaren Renault,57,+11.337s,12
55,5,Carlos Sainz,McLaren Renault,57,+11.787s,10
10,6,Pierre Gasly,AlphaTauri Honda,57,+11.942s,8
3,7,Daniel Ricciardo,Renault,57,+19.368s,6
77,8,Valtteri Bottas,Mercedes,57,+19.680s,4
31,9,Esteban Ocon,Renault,57,+22.803s,2
16,10,Charles Leclerc,Ferrari,56,+1 lap,1
26,11,Daniil Kvyat,AlphaTauri Honda,56,+1 lap,0
63,12,George Russell,Williams Mercedes,56,+1 lap,0
5,13,Sebastian Vettel,Ferrari,56,+1 lap,0
6,14,Nicholas Latifi,Williams Mercedes,56,+1 lap,0
7,15,Kimi Räikkönen,Alfa Romeo Racing Ferrari,56,+1 lap,0
99,16,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,56,+1 lap,0
20,17,Kevin Magnussen,Haas Ferrari,56,+1 lap,0
11,18,Sergio Perez,Racing Point BWT Mercedes,53,DNF,0
18,NC,Lance Stroll,Racing Point BWT Mercedes,2,DNF,0
8,NC,Romain Grosjean,Haas Ferrari,0,DNF,0
