,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
33,1,Max Verstappen,Red Bull Racing Honda,48,1:32.014,211.741,19:57:19
3,2,Daniel Ricciardo,Renault,38,1:32.827,209.887,19:42:21
44,3,Lewis Hamilton,Mercedes,38,1:32.864,209.803,19:41:19
77,4,Valtteri Bottas,Mercedes,28,1:33.352,208.706,19:26:15
55,5,Carlos Sainz,McLaren Renault,46,1:33.411,208.575,19:54:47
7,6,Kimi Räikkönen,Alfa Romeo Racing Ferrari,43,1:33.573,208.213,19:51:04
4,7,Lando Norris,McLaren Renault,53,1:33.588,208.180,20:05:37
16,8,Charles Leclerc,Ferrari,44,1:33.625,208.098,19:52:06
11,9,Sergio Perez,Racing Point BWT Mercedes,40,1:33.629,208.089,19:44:54
23,10,Alexander Albon,Red Bull Racing Honda,41,1:33.684,207.967,19:46:31
5,11,Sebastian Vettel,Ferrari,41,1:33.861,207.575,19:47:45
26,12,Daniil Kvyat,AlphaTauri Honda,35,1:34.141,206.957,19:37:59
31,13,Esteban Ocon,Renault,37,1:34.354,206.490,19:40:47
99,14,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,22,1:34.536,206.092,19:16:48
6,15,Nicholas Latifi,Williams Mercedes,39,1:34.591,205.973,19:44:36
10,16,Pierre Gasly,AlphaTauri Honda,48,1:34.817,205.482,19:57:53
63,17,George Russell,Williams Mercedes,47,1:35.042,204.995,19:57:17
20,18,Kevin Magnussen,Haas Ferrari,29,1:35.241,204.567,19:28:21
