,Position,Driver,Car,Laps,Time,Points
4,1,Patrick Depailler,Tyrrell Ford,75,1:55:14.660,9
1,2,Niki Lauda,Brabham Alfa Romeo,75,+22.450s,6
20,3,Jody Scheckter,Wolf Ford,75,+32.290s,4
2,4,John Watson,Brabham Alfa Romeo,75,+33.530s,3
3,5,Didier Pironi,Tyrrell Ford,75,+68.060s,2
35,6,Riccardo Patrese,Arrows Ford,75,+68.770s,1
8,7,Patrick Tambay,McLaren Ford,74,+1 lap,0
11,8,Carlos Reutemann,Ferrari,74,+1 lap,0
14,9,Emerson Fittipaldi,Fittipaldi Ford,74,+1 lap,0
15,10,Jean-Pierre Jabouille,Renault,71,+4 laps,0
5,11,Mario Andretti,Lotus Ford,69,+6 laps,0
12,NC,Gilles Villeneuve,Ferrari,62,DNF,0
6,NC,Ronnie Peterson,Lotus Ford,56,DNF,0
7,NC,James Hunt,McLaren Ford,43,DNF,0
36,NC,Rolf Stommelen,Arrows Ford,38,DNF,0
27,NC,Alan  Jones,Williams Ford,29,DNF,0
22,NC,Jacky Ickx,Ensign Ford,27,DNF,0
16,NC,Hans-Joachim Stuck,Shadow Ford,24,DNF,0
26,NC,Jacques Laffite,Ligier Matra,13,DNF,0
18,NC,Rupert Keegan,Surtees Ford,8,DNF,0
