,Position,Driver,Car,Time
1,1,Mika Hakkinen,McLaren Mercedes,1:26.362
2,2,David Coulthard,McLaren Mercedes,1:26.384
3,3,Michael Schumacher,Ferrari,1:26.538
4,4,Eddie Irvine,Ferrari,1:26.993
22,5,Jacques Villeneuve,BAR Supertec,1:27.313
16,6,Rubens Barrichello,Stewart Ford,1:27.409
8,7,Heinz-Harald Frentzen,Jordan Mugen Honda,1:27.613
7,8,Damon Hill,Jordan Mugen Honda,1:27.708
6,9,Ralf Schumacher,Williams Supertec,1:27.770
5,10,Alessandro Zanardi,Williams Supertec,1:28.142
18,11,Olivier Panis,Prost Peugeot,1:28.205
17,12,Johnny Herbert,Stewart Ford,1:28.246
11,13,Jean Alesi,Sauber Petronas,1:28.253
19,14,Jarno Trulli,Prost Peugeot,1:28.403
12,15,Pedro Diniz,Sauber Petronas,1:28.599
9,16,Giancarlo Fisichella,Benetton Playlife,1:28.750
10,17,Alexander Wurz,Benetton Playlife,1:28.765
14,18,Pedro de la Rosa,Arrows,1:29.293
23,19,Mika Salo,BAR Supertec,1:29.451
15,20,Toranosuke Takagi,Arrows,1:29.656
21,21,Marc Gene,Minardi Ford,1:30.035
20,22,Luca Badoer,Minardi Ford,1:30.945
