,Position,Driver,Car,Lap,Time,Avg Speed
3,1,Michael Schumacher,Ferrari,45,1:28.547,200.435
1,2,Mika Hakkinen,McLaren Mercedes,15,1:29.145,199.091
2,3,David Coulthard,McLaren Mercedes,52,1:29.199,198.970
4,4,Eddie Irvine,Ferrari,45,1:29.726,197.802
18,5,Olivier Panis,Prost Peugeot,28,1:30.081,197.022
7,6,Damon Hill,Jordan Mugen Honda,37,1:30.140,196.893
8,7,Heinz-Harald Frentzen,Jordan Mugen Honda,46,1:30.229,196.699
5,8,Alessandro Zanardi,Williams Supertec,55,1:30.254,196.645
11,9,Jean Alesi,Sauber Petronas,39,1:30.442,196.236
16,10,Rubens Barrichello,Stewart Ford,21,1:30.564,195.971
6,11,Ralf Schumacher,Williams Supertec,22,1:30.737,195.598
12,12,Pedro Diniz,Sauber Petronas,24,1:30.908,195.230
9,13,Giancarlo Fisichella,Benetton Playlife,33,1:30.977,195.082
23,14,Mika Salo,BAR Supertec,44,1:31.007,195.017
17,15,Johnny Herbert,Stewart Ford,24,1:31.238,194.524
15,16,Toranosuke Takagi,Arrows,29,1:31.587,193.782
20,17,Luca Badoer,Minardi Ford,35,1:32.851,191.144
21,18,Marc Gene,Minardi Ford,38,1:33.175,190.480
14,19,Pedro de la Rosa,Arrows,3,1:33.328,190.168
10,20,Alexander Wurz,Benetton Playlife,3,1:33.337,190.149
