,Position,Driver,Car,Laps,Time,Points
3,1,Michael Schumacher,Ferrari,62,1:33:44.792,10
2,2,David Coulthard,McLaren Mercedes,62,+4.265s,6
16,3,Rubens Barrichello,Stewart Ford,61,+1 lap,4
7,4,Damon Hill,Jordan Mugen Honda,61,+1 lap,3
9,5,Giancarlo Fisichella,Benetton Playlife,61,+1 lap,2
11,6,Jean Alesi,Sauber Petronas,61,+1 lap,1
23,7,Mika Salo,BAR Supertec,59,DNF,0
20,8,Luca Badoer,Minardi Ford,59,+3 laps,0
21,9,Marc Gene,Minardi Ford,59,+3 laps,0
17,10,Johnny Herbert,Stewart Ford,58,DNF,0
5,11,Alessandro Zanardi,Williams Supertec,58,DNF,0
12,NC,Pedro Diniz,Sauber Petronas,49,DNF,0
18,NC,Olivier Panis,Prost Peugeot,48,DNF,0
4,NC,Eddie Irvine,Ferrari,46,DNF,0
8,NC,Heinz-Harald Frentzen,Jordan Mugen Honda,46,DNF,0
15,NC,Toranosuke Takagi,Arrows,29,DNF,0
6,NC,Ralf Schumacher,Williams Supertec,28,DNF,0
1,NC,Mika Hakkinen,McLaren Mercedes,17,DNF,0
14,NC,Pedro de la Rosa,Arrows,5,DNF,0
10,NC,Alexander Wurz,Benetton Playlife,5,DNF,0
22,NC,Jacques Villeneuve,BAR Supertec,0,DNF,0
19,NC,Jarno Trulli,Prost Peugeot,0,DNF,0
