,Position,Driver,Car,Time / Gap,Laps
1,1,Mika Hakkinen,McLaren Mercedes,1:28.467,34
2,2,David Coulthard,McLaren Mercedes,+0.138s,27
4,3,Eddie Irvine,Ferrari,+0.579s,33
7,4,Damon Hill,Jordan Mugen Honda,+0.985s,48
3,5,Michael Schumacher,Ferrari,+1.067s,27
5,6,Alessandro Zanardi,Williams Supertec,+1.147s,42
6,7,Ralf Schumacher,Williams Supertec,+1.163s,34
22,8,Jacques Villeneuve,BAR Supertec,+1.298s,24
16,9,Rubens Barrichello,Stewart Ford,+1.325s,28
19,10,Jarno Trulli,Prost Peugeot,+1.341s,42
11,11,Jean Alesi,Sauber Petronas,+1.715s,36
18,12,Olivier Panis,Prost Peugeot,+1.941s,29
12,13,Pedro Diniz,Sauber Petronas,+2.015s,32
23,14,Mika Salo,BAR Supertec,+2.102s,23
10,15,Alexander Wurz,Benetton Playlife,+2.363s,38
9,16,Giancarlo Fisichella,Benetton Playlife,+2.387s,20
8,17,Heinz-Harald Frentzen,Jordan Mugen Honda,+2.524s,26
17,18,Johnny Herbert,Stewart Ford,+2.579s,21
14,19,Pedro de la Rosa,Arrows,+2.790s,35
20,20,Luca Badoer,Minardi Ford,+3.080s,30
15,21,Toranosuke Takagi,Arrows,+3.090s,15
21,22,Marc Gene,Minardi Ford,+5.062s,14
