,Position,Driver,Car,Time / Gap,Laps
44,1,Lewis Hamilton,Mercedes,1:38.726,15
6,2,Nico Rosberg,Mercedes,+0.290s,25
77,3,Valtteri Bottas,Williams Mercedes,+0.371s,20
3,4,Daniel Ricciardo,Red Bull Racing Renault,+1.029s,16
19,5,Felipe Massa,Williams Mercedes,+1.228s,22
26,6,Daniil Kvyat,STR Renault,+1.283s,27
7,7,Kimi Räikkönen,Ferrari,+1.285s,20
14,8,Fernando Alonso,Ferrari,+1.425s,15
25,9,Jean-Eric Vergne,STR Renault,+1.479s,26
1,10,Sebastian Vettel,Red Bull Racing Renault,+1.612s,21
22,11,Jenson Button,McLaren Mercedes,+1.629s,19
27,12,Nico Hulkenberg,Force India Mercedes,+1.943s,23
11,13,Sergio Perez,Force India Mercedes,+1.973s,26
99,14,Adrian Sutil,Sauber Ferrari,+2.420s,21
21,15,Esteban Gutierrez ,Sauber Ferrari,+2.794s,20
8,16,Romain Grosjean,Lotus Renault,+3.189s,22
20,17,Kevin Magnussen,McLaren Mercedes,+3.710s,4
9,18,Marcus Ericsson,Caterham Renault,+4.383s,11
10,19,Kamui Kobayashi,Caterham Renault,+5.249s,12
4,20,Max Chilton,Marussia Ferrari,+6.011s,9
13,21,Pastor Maldonado,Lotus Renault,,2
