,Position,Driver,Car,Time
44,1,Lewis Hamilton,Mercedes,1:38.513
6,2,Nico Rosberg,Mercedes,1:38.713
77,3,Valtteri Bottas,Williams Mercedes,1:38.920
22,4,Jenson Button,McLaren Mercedes,1:39.121
26,5,Daniil Kvyat,STR Renault,1:39.277
3,6,Daniel Ricciardo,Red Bull Racing Renault,1:39.635
14,7,Fernando Alonso,Ferrari,1:39.709
7,8,Kimi Räikkönen,Ferrari,1:39.771
25,9,Jean-Eric Vergne,STR Renault,1:40.020
1,10,Sebastian Vettel,Red Bull Racing Renault,1:40.052
20,11,Kevin Magnussen,McLaren Mercedes,1:39.629
11,12,Sergio Perez,Force India Mercedes,1:40.163
21,13,Esteban Gutierrez ,Sauber Ferrari,1:40.536
99,14,Adrian Sutil,Sauber Ferrari,1:40.984
8,15,Romain Grosjean,Lotus Renault,1:41.397
9,16,Marcus Ericsson,Caterham Renault,1:42.648
27,17,Nico Hulkenberg,Force India Mercedes,1:40.058
19,18,Felipe Massa,Williams Mercedes,1:43.064
10,19,Kamui Kobayashi,Caterham Renault,1:43.166
4,20,Max Chilton,Marussia Ferrari,1:43.649
13,21,Pastor Maldonado,Lotus Renault,1:43.205
