,Position,Driver,Car,Q1,Q2,Q3,Laps
44,1,Lewis Hamilton,Mercedes,1:38.759,1:38.338,1:38.513,18
6,2,Nico Rosberg,Mercedes,1:39.076,1:38.606,1:38.713,18
77,3,Valtteri Bottas,Williams Mercedes,1:39.125,1:38.971,1:38.920,23
22,4,Jenson Button,McLaren Mercedes,1:39.560,1:39.381,1:39.121,22
26,5,Daniil Kvyat,STR Renault,1:40.074,1:39.296,1:39.277,27
20,6,Kevin Magnussen,McLaren Mercedes,1:39.735,1:39.022,1:39.629,21
3,7,Daniel Ricciardo,Red Bull Racing Renault,1:40.519,1:39.666,1:39.635,21
14,8,Fernando Alonso,Ferrari,1:40.255,1:39.786,1:39.709,25
7,9,Kimi Räikkönen,Ferrari,1:40.098,1:39.838,1:39.771,26
25,10,Jean-Eric Vergne,STR Renault,1:40.354,1:39.929,1:40.020,27
1,11,Sebastian Vettel,Red Bull Racing Renault,1:40.382,1:40.052,,13
27,12,Nico Hulkenberg,Force India Mercedes,1:40.273,1:40.058,,16
11,13,Sergio Perez,Force India Mercedes,1:40.723,1:40.163,,13
21,14,Esteban Gutierrez ,Sauber Ferrari,1:41.159,1:40.536,,18
99,15,Adrian Sutil,Sauber Ferrari,1:40.766,1:40.984,,18
8,16,Romain Grosjean,Lotus Renault,1:42.526,1:41.397,,18
9,17,Marcus Ericsson,Caterham Renault,1:42.648,,,9
19,18,Felipe Massa,Williams Mercedes,1:43.064,,,8
10,19,Kamui Kobayashi,Caterham Renault,1:43.166,,,9
13,20,Pastor Maldonado,Lotus Renault,1:43.205,,,5
4,21,Max Chilton,Marussia Ferrari,1:43.649,,,10
