,Position,Driver,Car,Laps,Time,Points
17,1,Jim Clark,Lotus Climax,32,2:23:34.800,9
8,2,Jackie Stewart,BRM,32,+44.800s,6
4,3,Bruce McLaren,Cooper Climax,31,+1 lap,4
14,4,Jack Brabham,Brabham Climax,31,+1 lap,3
7,5,Graham Hill,BRM,31,+1 lap,2
10,6,Richie Ginther,Honda,31,+1 lap,1
18,7,Mike Spence,Lotus Climax,31,+1 lap,0
21,8,Jo Siffert,Brabham BRM,31,+1 lap,0
2,9,Lorenzo Bandini,Ferrari,30,+2 laps,0
15,10,Dan Gurney,Brabham Climax,30,+2 laps,0
5,11,Jochen Rindt,Cooper Climax,29,+3 laps,0
27,12,Lucien Bianchi,BRM,29,+3 laps,0
22,13,Innes Ireland,Lotus BRM,27,+5 laps,0
23,14,Richard Attwood,Lotus BRM,26,DNF,0
29,NC,Masten Gregory,BRM,12,DNF,0
11,NC,Ronnie Bucknum,Honda,9,DNF,0
20,NC,Jo Bonnier,Brabham Climax,9,DNF,0
1,NC,John Surtees,Ferrari,5,DNF,0
26,NC,Frank Gardner,Brabham BRM,3,DNF,0
