,Position,Driver,Car,Time / Gap,Laps
44,1,Lewis Hamilton,Mercedes,1:48.716,3
10,2,Pierre Gasly,Scuderia Toro Rosso Honda,+1.012s,10
33,3,Max Verstappen,Red Bull Racing TAG Heuer,+1.082s,5
14,4,Fernando Alonso,McLaren Renault,+3.012s,3
27,5,Nico Hulkenberg,Renault,+3.492s,6
28,6,Brendon Hartley,Scuderia Toro Rosso Honda,+3.789s,19
9,7,Marcus Ericsson,Sauber Ferrari,+4.354s,9
2,8,Stoffel Vandoorne,McLaren Renault,+4.638s,10
7,9,Kimi Räikkönen,Ferrari,+4.727s,7
5,10,Sebastian Vettel,Ferrari,+5.196s,8
16,11,Charles Leclerc,Sauber Ferrari,+5.385s,9
18,12,Lance Stroll,Williams Mercedes,+5.921s,5
11,13,Sergio Perez,Force India Mercedes,+6.247s,6
31,14,Esteban Ocon,Force India Mercedes,+6.632s,6
35,15,Sergey Sirotkin,Williams Mercedes,+6.730s,8
55,16,Carlos Sainz,Renault,,2
