,Position,Driver,Car,Laps,Time,Points
7,1,Kimi Räikkönen,Ferrari,56,1:34:18.643,25
33,2,Max Verstappen,Red Bull Racing TAG Heuer,56,+1.281s,18
44,3,Lewis Hamilton,Mercedes,56,+2.342s,15
5,4,Sebastian Vettel,Ferrari,56,+18.222s,12
77,5,Valtteri Bottas,Mercedes,56,+24.744s,10
27,6,Nico Hulkenberg,Renault,56,+87.210s,8
55,7,Carlos Sainz,Renault,56,+94.994s,6
31,DQ,Esteban Ocon,Force India Mercedes,56,+99.288s,0
20,DQ,Kevin Magnussen,Haas Ferrari,56,+100.657s,0
11,8,Sergio Perez,Force India Mercedes,56,+101.080s,4
28,9,Brendon Hartley,Scuderia Toro Rosso Honda,55,+1 lap,2
9,10,Marcus Ericsson,Sauber Ferrari,55,+1 lap,1
2,11,Stoffel Vandoorne,McLaren Renault,55,+1 lap,0
10,12,Pierre Gasly,Scuderia Toro Rosso Honda,55,+1 lap,0
35,13,Sergey Sirotkin,Williams Mercedes,55,+1 lap,0
18,14,Lance Stroll,Williams Mercedes,54,+2 laps,0
16,NC,Charles Leclerc,Sauber Ferrari,31,DNF,0
3,NC,Daniel Ricciardo,Red Bull Racing TAG Heuer,8,DNF,0
8,NC,Romain Grosjean,Haas Ferrari,2,DNF,0
14,NC,Fernando Alonso,McLaren Renault,1,DNF,0
