,Position,Driver,Car,Time / Gap,Laps
44,1,Lewis Hamilton,Mercedes,1:47.502,6
77,2,Valtteri Bottas,Mercedes,+1.304s,7
33,3,Max Verstappen,Red Bull Racing TAG Heuer,+1.345s,9
3,4,Daniel Ricciardo,Red Bull Racing TAG Heuer,+1.824s,9
5,5,Sebastian Vettel,Ferrari,+1.987s,18
7,6,Kimi Räikkönen,Ferrari,+2.426s,20
55,7,Carlos Sainz,Renault,+3.163s,8
8,8,Romain Grosjean,Haas Ferrari,+3.319s,10
16,9,Charles Leclerc,Sauber Ferrari,+3.459s,14
9,10,Marcus Ericsson,Sauber Ferrari,+3.514s,14
14,11,Fernando Alonso,McLaren Renault,+3.534s,9
47,12,Lando Norris,McLaren Renault,+3.730s,9
10,13,Pierre Gasly,Scuderia Toro Rosso Honda,+3.732s,19
11,14,Sergio Perez,Force India Mercedes,+3.957s,18
35,15,Sergey Sirotkin,Williams Mercedes,+4.087s,14
20,16,Kevin Magnussen,Haas Ferrari,+4.112s,15
31,17,Esteban Ocon,Force India Mercedes,+4.153s,17
27,18,Nico Hulkenberg,Renault,+4.215s,7
18,19,Lance Stroll,Williams Mercedes,+4.394s,14
38,20,Sean Gelael,Scuderia Toro Rosso Honda,+5.123s,21
