,Position,Driver,Car,Q1,Q2,Q3,Laps
44,1,Lewis Hamilton,Mercedes,1:34.130,1:33.480,1:32.237,20
5,2,Sebastian Vettel,Ferrari,1:34.569,1:33.079,1:32.298,18
7,3,Kimi Räikkönen,Ferrari,1:34.703,1:32.884,1:32.307,15
77,4,Valtteri Bottas,Mercedes,1:34.518,1:33.702,1:32.616,17
3,5,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:34.755,1:34.185,1:33.494,14
31,6,Esteban Ocon,Force India Mercedes,1:34.876,1:34.522,1:34.145,18
27,7,Nico Hulkenberg,Renault,1:34.932,1:34.564,1:34.215,18
8,8,Romain Grosjean,Haas Ferrari,1:34.892,1:34.419,1:34.250,17
16,9,Charles Leclerc,Sauber Ferrari,1:35.069,1:34.255,1:34.420,17
11,10,Sergio Perez,Force India Mercedes,1:35.193,1:34.525,1:34.594,17
55,11,Carlos Sainz,Renault,1:34.891,1:34.566,,12
20,12,Kevin Magnussen,Haas Ferrari,1:34.972,1:34.732,,12
10,13,Pierre Gasly,Scuderia Toro Rosso Honda,1:34.850,DNS,,13
28,14,Brendon Hartley,Scuderia Toro Rosso Honda,1:35.206,DNS,,13
33,15,Max Verstappen,Red Bull Racing TAG Heuer,1:34.766,,,4
14,16,Fernando Alonso,McLaren Renault,1:35.294,,,6
35,17,Sergey Sirotkin,Williams Mercedes,1:35.362,,,6
18,18,Lance Stroll,Williams Mercedes,1:35.480,,,8
9,19,Marcus Ericsson,Sauber Ferrari,1:35.536,,,8
2,20,Stoffel Vandoorne,McLaren Renault,1:35.735,,,6
