,Position,Driver,Car,Time
5,1,Jackie Stewart,Tyrrell Ford,7:07.800
2,2,Ronnie Peterson,Lotus Ford,7:08.300
6,3,Francois  Cevert ,Tyrrell Ford,7:09.300
30,4,Jacky Ickx,McLaren Ford,7:09.700
21,5,Niki Lauda,BRM,7:09.900
10,6,Carlos Reutemann,Brabham Ford,7:15.100
8,7,Peter   Revson,McLaren Ford,7:15.900
7,8,Denny Hulme,McLaren Ford,7:16.500
20,9,Jean-Pierre Beltoise,BRM,7:18.100
19,10,Clay Regazzoni,BRM,7:18.200
24,11,Carlos Pace,Surtees Ford,7:18.800
26,12,Henri Pescarolo,Iso Marlboro Ford,7:18.800
11,13,Wilson Fittipaldi,Brabham Ford,7:19.100
1,14,Emerson Fittipaldi,Lotus Ford,7:19.700
31,15,Jochen Mass,Surtees Ford,7:20.400
9,16,Rolf Stommelen,Brabham Ford,7:22.200
17,17,Jackie Oliver,Shadow Ford,7:22.300
23,18,Mike Hailwood,Surtees Ford,7:22.300
15,19,Mike  Beuttler ,March Ford,7:26.600
12,20,Graham Hill,Shadow Ford,7:27.100
16,21,George  Follmer ,Shadow Ford,7:28.300
18,22,David Purley,March Ford,7:54.200
