,Position,Driver,Car,Laps,Time,Points
5,1,Jackie Stewart,Tyrrell Ford,14,1:42:03.000,9
6,2,Francois  Cevert ,Tyrrell Ford,14,+1.600s,6
30,3,Jacky Ickx,McLaren Ford,14,+41.200s,4
24,4,Carlos Pace,Surtees Ford,14,+53.800s,3
11,5,Wilson Fittipaldi,Brabham Ford,14,+79.900s,2
1,6,Emerson Fittipaldi,Lotus Ford,14,+84.300s,1
31,7,Jochen Mass,Surtees Ford,14,+85.200s,0
17,8,Jackie Oliver,Shadow Ford,14,+85.700s,0
8,9,Peter   Revson,McLaren Ford,14,+131.800s,0
26,10,Henri Pescarolo,Iso Marlboro Ford,14,+142.500s,0
9,11,Rolf Stommelen,Brabham Ford,14,+207.300s,0
7,12,Denny Hulme,McLaren Ford,14,+218.700s,0
12,13,Graham Hill,Shadow Ford,14,+229.000s,0
23,14,Mike Hailwood,Surtees Ford,13,+1 lap,0
18,15,David Purley,March Ford,13,+1 lap,0
15,16,Mike  Beuttler ,March Ford,13,+1 lap,0
10,NC,Carlos Reutemann,Brabham Ford,7,DNF,0
19,NC,Clay Regazzoni,BRM,7,DNF,0
16,NC,George  Follmer ,Shadow Ford,5,DNF,0
20,NC,Jean-Pierre Beltoise,BRM,4,DNF,0
21,NC,Niki Lauda,BRM,1,DNF,0
2,NC,Ronnie Peterson,Lotus Ford,0,DNF,0
