,Position,Driver,Car,Time / Gap,Laps
1,1,Michael Schumacher,Ferrari,1:20.125,7
9,2,Jenson Button,BAR Honda,+0.025s,15
8,3,Fernando Alonso,Renault,+0.719s,13
5,4,David Coulthard,McLaren Mercedes,+0.719s,10
3,5,Juan Pablo Montoya,Williams BMW,+0.850s,7
2,6,Rubens Barrichello,Ferrari,+0.871s,10
10,7,Takuma Sato,BAR Honda,+1.034s,14
7,8,Jarno Trulli,Renault,+1.073s,12
6,9,Kimi Räikkönen,McLaren Mercedes,+1.074s,14
16,10,Cristiano da Matta,Toyota,+1.132s,13
4,11,Ralf Schumacher,Williams BMW,+1.146s,10
17,12,Olivier Panis,Toyota,+1.171s,12
14,13,Mark Webber,Jaguar Cosworth,+1.268s,16
11,14,Giancarlo Fisichella,Sauber Petronas,+1.897s,10
12,15,Felipe Massa,Sauber Petronas,+1.952s,8
15,16,Christian Klien,Jaguar Cosworth,+3.097s,8
18,17,Nick Heidfeld,Jordan Ford,+3.426s,13
19,18,Giorgio Pantano,Jordan Ford,+4.611s,7
20,19,Gianmaria Bruni,Minardi Cosworth,+6.074s,10
21,20,Zsolt Baumgartner,Minardi Cosworth,+7.326s,13
