,Position,Driver,Car,Laps,Time,Points
1,1,Michael Schumacher,Ferrari,62,1:26:19.670,10
9,2,Jenson Button,BAR Honda,62,+9.702s,8
3,3,Juan Pablo Montoya,Williams BMW,62,+21.617s,6
8,4,Fernando Alonso,Renault,62,+23.654s,5
7,5,Jarno Trulli,Renault,62,+36.216s,4
2,6,Rubens Barrichello,Ferrari,62,+36.683s,3
4,7,Ralf Schumacher,Williams BMW,62,+55.730s,2
6,8,Kimi Räikkönen,McLaren Mercedes,61,+1 lap,1
11,9,Giancarlo Fisichella,Sauber Petronas,61,+1 lap,0
12,10,Felipe Massa,Sauber Petronas,61,+1 lap,0
17,11,Olivier Panis,Toyota,61,+1 lap,0
5,12,David Coulthard,McLaren Mercedes,61,+1 lap,0
14,13,Mark Webber,Jaguar Cosworth,61,+1 lap,0
15,14,Christian Klien,Jaguar Cosworth,60,+2 laps,0
21,15,Zsolt Baumgartner,Minardi Cosworth,58,+4 laps,0
10,16,Takuma Sato,BAR Honda,56,DNF,0
18,NC,Nick Heidfeld,Jordan Ford,48,DNF,0
16,NC,Cristiano da Matta,Toyota,32,DNF,0
20,NC,Gianmaria Bruni,Minardi Cosworth,22,DNF,0
19,NC,Giorgio Pantano,Jordan Ford,6,DNF,0
