,Position,Driver,Car,Time / Gap,Laps
1,1,Michael Schumacher,Ferrari,1:20.084,11
2,2,Rubens Barrichello,Ferrari,+1.359s,12
4,3,Ralf Schumacher,Williams BMW,+2.166s,13
35,4,Anthony Davidson,BAR Honda,+2.314s,20
9,5,Jenson Button,BAR Honda,+2.364s,10
3,6,Juan Pablo Montoya,Williams BMW,+2.712s,11
7,7,Jarno Trulli,Renault,+2.843s,11
6,8,Kimi Räikkönen,McLaren Mercedes,+2.970s,4
8,9,Fernando Alonso,Renault,+2.999s,13
38,10,Ricardo Zonta,Toyota,+3.077s,20
5,11,David Coulthard,McLaren Mercedes,+3.113s,8
14,12,Mark Webber,Jaguar Cosworth,+3.333s,11
11,13,Giancarlo Fisichella,Sauber Petronas,+3.444s,9
12,14,Felipe Massa,Sauber Petronas,+3.478s,13
17,15,Olivier Panis,Toyota,+3.706s,13
10,16,Takuma Sato,BAR Honda,+3.977s,11
37,17,Bjorn Wirdheim,Jaguar Cosworth,+4.068s,29
16,18,Cristiano da Matta,Toyota,+4.668s,12
18,19,Nick Heidfeld,Jordan Ford,+4.871s,12
19,20,Giorgio Pantano,Jordan Ford,+5.291s,12
15,21,Christian Klien,Jaguar Cosworth,+5.595s,9
39,22,Timo Glock,Jordan Ford,+6.170s,14
20,23,Gianmaria Bruni,Minardi Cosworth,+7.849s,14
21,24,Zsolt Baumgartner,Minardi Cosworth,+9.228s,14
40,25,Bas Leinders,Minardi Cosworth,+9.330s,19
