,Position,Driver,Car,Laps,Time,Points
2,1,Rubens Barrichello,Ferrari,53,1:16:19.982,10
1,2,Michael Schumacher,Ferrari,53,+0.255s,6
16,3,Eddie Irvine,Jaguar Cosworth,53,+52.579s,4
14,4,Jarno Trulli,Renault,53,+58.219s,3
15,5,Jenson Button,Renault,53,+67.770s,2
12,6,Olivier Panis,BAR Honda,53,+68.491s,1
3,7,David Coulthard,McLaren Mercedes,53,+69.047s,0
9,8,Giancarlo Fisichella,Jordan Honda,53,+70.891s,0
11,9,Jacques Villeneuve,BAR Honda,53,+81.068s,0
7,10,Nick Heidfeld,Sauber Petronas,53,+82.046s,0
24,11,Mika Salo,Toyota,52,+1 lap,0
10,12,Takuma Sato,Jordan Honda,52,+1 lap,0
22,13,Alex Yoong,Minardi Asiatech,47,+6 laps,0
6,NC,Juan Pablo Montoya,Williams BMW,33,DNF,0
4,NC,Kimi Räikkönen,McLaren Mercedes,29,DNF,0
23,NC,Mark Webber,Minardi Asiatech,20,DNF,0
8,NC,Felipe Massa,Sauber Petronas,16,DNF,0
17,NC,Pedro de la Rosa,Jaguar Cosworth,15,DNF,0
25,NC,Allan McNish,Toyota,13,DNF,0
5,NC,Ralf Schumacher,Williams BMW,4,DNF,0
