,Position,Driver,Car,Time
18,1,Juan Manuel Fangio,Mercedes-Benz,2:46.500
16,2,Stirling Moss,Mercedes-Benz,2:46.800
20,3,Karl Kling,Mercedes-Benz,2:48.300
4,4,Eugenio Castellotti,Lancia,2:49.600
36,6,Jean Behra,Maserati,2:50.100
28,7,Roberto Mieres,Maserati,2:51.100
14,9,Piero  Taruffi,Mercedes-Benz,2:51.800
30,10,Luigi Musso,Maserati,2:52.200
32,11,Peter Collins,Maserati,2:55.300
12,12,Umberto  Maglioli,Lancia,2:55.400
42,13,Harry Schell,Vanwall,2:55.500
6,14,Mike Hawthorn,Lancia,2:56.200
8,15,Maurice  Trintignant,Lancia,2:56.300
34,16,Carlos Menditeguy,Maserati,2:58.400
44,17,Ken  Wharton,Vanwall,2:59.500
22,18,Hermano da Silva Ramos,Gordini,2:59.800
26,19,Jacques  Pollet,Gordini,2:59.900
40,20,John  Fitch,Maserati,3:03.100
38,21,Horace  Gould ,Maserati,3:05.200
24,22,Jean  Lucas,Gordini,3:15.900
