,Position,Driver,Car,Time / Gap,Laps
3,1,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:11.786,23
33,2,Max Verstappen,Red Bull Racing TAG Heuer,+0.001s,14
5,3,Sebastian Vettel,Ferrari,+0.237s,23
7,4,Kimi Räikkönen,Ferrari,+0.356s,26
44,5,Lewis Hamilton,Mercedes,+0.487s,26
77,6,Valtteri Bottas,Mercedes,+0.570s,27
28,7,Brendon Hartley,Scuderia Toro Rosso Honda,+0.966s,25
10,8,Pierre Gasly,Scuderia Toro Rosso Honda,+0.975s,23
55,9,Carlos Sainz,Renault,+1.064s,24
35,10,Sergey Sirotkin,Williams Mercedes,+1.068s,23
2,11,Stoffel Vandoorne,McLaren Renault,+1.088s,25
31,12,Esteban Ocon,Force India Mercedes,+1.154s,23
11,13,Sergio Perez,Force India Mercedes,+1.239s,22
27,14,Nico Hulkenberg,Renault,+1.326s,26
14,15,Fernando Alonso,McLaren Renault,+1.493s,25
18,16,Lance Stroll,Williams Mercedes,+1.809s,26
16,17,Charles Leclerc,Sauber Ferrari,+1.858s,25
8,18,Romain Grosjean,Haas Ferrari,+2.095s,21
20,19,Kevin Magnussen,Haas Ferrari,+2.406s,20
9,20,Marcus Ericsson,Sauber Ferrari,+2.435s,28
