,Position,Driver,Car,Time
27,1,Alan  Jones,Williams Ford,1:45.850
15,2,Jean-Pierre Jabouille,Renault,1:45.890
16,3,Rene Arnoux,Renault,1:46.000
28,4,Carlos Reutemann,Williams Ford,1:46.140
26,5,Jacques Laffite,Ligier Ford,1:46.780
5,6,Nelson Piquet,Brabham Ford,1:46.900
25,7,Didier Pironi,Ligier Ford,1:47.200
21,8,Keke Rosberg,Fittipaldi Ford,1:47.640
11,9,Mario Andretti,Lotus Ford,1:48.450
29,10,Riccardo Patrese,Arrows Ford,1:48.580
12,11,Elio de Angelis,Lotus Ford,1:48.590
20,12,Emerson Fittipaldi,Fittipaldi Ford,1:48.700
9,13,Marc Surer,ATS Ford,1:48.720
8,14,Alain Prost,McLaren Ford,1:48.750
6,15,Hector Rebaque,Brabham Ford,1:48.780
2,16,Gilles Villeneuve,Ferrari,1:48.860
30,17,Jochen Mass,Arrows Ford,1:48.930
31,18,Eddie  Cheever,Osella Ford,1:49.060
23,19,Bruno Giacomelli,Alfa Romeo,1:49.110
7,20,John Watson,McLaren Ford,1:49.260
1,21,Jody Scheckter,Ferrari,1:49.350
4,22,Derek Daly,Tyrrell Ford,1:49.510
3,23,Jean-Pierre Jarier,Tyrrell Ford,1:49.520
14,24,Jan Lammers,Ensign Ford,1:50.300
