,Position,Driver,Car,Time
1,1,Alberto Ascari,Ferrari,9:59.800
5,2,Juan Manuel Fangio,Maserati,10:03.700
2,3,Nino Farina,Ferrari,10:04.100
3,4,Mike Hawthorn,Ferrari,10:12.600
10,5,Maurice  Trintignant,Gordini,10:21.700
4,6,Luigi  Villoresi,Ferrari,10:22.800
7,7,Felice  Bonetto,Maserati,10:40.800
8,8,Onofre Marimon,Maserati,10:41.000
9,9,Jean Behra,Gordini,10:45.500
11,10,Harry Schell,Gordini,10:46.200
17,11,Toulo de Graffenried,Maserati,10:46.600
19,12,Stirling Moss,Cooper Alta,10:48.300
15,13,Roy Salvadori,Connaught Lea Francis,10:57.500
31,14,Hans  Herrmann,Veritas,10:59.800
14,15,Prince Bira,Connaught Lea Francis,11:02.100
16,16,Kenneth McAlpine,Connaught Lea Francis,11:07.300
38,17,Alan Brown,Cooper Bristol,11:08.700
23,18,Willi Heeks,Veritas,11:18.000
18,19,Jacques Swaters,Ferrari,11:18.900
40,20,Rodney Nuckey,Cooper Bristol,11:22.100
28,21,Theo Fitzau,AFM BMW,11:23.400
20,22,Louis  Rosier,Ferrari,11:27.400
21,23,Hans Von Stuck,AFM Bristol,11:37.200
35,24,Edgar Barth,EMW,11:40.800
12,25,Johnny Claes,Connaught Lea Francis,11:45.500
36,26,Rudolf Krause,BMW ,11:49.500
34,27,Kurt Adolff,Ferrari,11:53.100
24,28,Theo Helfrich,Veritas,11:56.300
22,29,Wolfgang Seidel,Veritas,11:59.300
41,30,Günther Bechem,AFM BMW,12:13.300
30,31,Ernst Loof,Veritas,12:16.800
37,32,Ernst Klodwig,BMW,12:24.600
32,33,Erwin Bauer,Veritas,
26,34,Oswald Karch,Veritas,
