,Position,Driver,Car,Laps,Time,Points
8,1,Jackie Stewart,Matra Ford,90,2:46:11.260,9
17,2,Jean-Pierre Beltoise,Matra,90,+93.930s,6
15,3,Pedro Rodriguez,BRM,89,+1 lap,4
10,4,Jacky Ickx,Ferrari,88,+2 laps,3
22,5,Silvio  Moser ,Brabham Repco,87,+3 laps,2
9,6,Chris Amon,Ferrari,85,+5 laps,1
16,7,Richard Attwood,BRM,85,+5 laps,0
19,8,Jo Bonnier,Mclaren BRM,82,+8 laps,0
3,9,Graham Hill,Lotus Ford,81,DNF,0
4,NC,Jackie Oliver,Lotus Ford,80,+10 laps,0
18,NC,Dan Gurney,Brabham Repco,63,DNF,0
21,NC,Jo Siffert,Lotus Ford,55,DNF,0
7,NC,John Surtees,Honda,50,DNF,0
20,NC,Piers   Courage,BRM,50,DNF,0
6,NC,Jochen Rindt,Brabham Repco,39,DNF,0
5,NC,Jack Brabham,Brabham Repco,22,DNF,0
2,NC,Bruce McLaren,McLaren Ford,19,DNF,0
1,NC,Denny Hulme,McLaren Ford,10,DNF,0
14,NC,Lucien Bianchi,Cooper BRM,9,DNF,0
