,Position,Driver,Car,Time / Gap,Laps
36,1,Anthony Davidson,Honda,1:16.533,38
37,2,Robert Doornbos,RBR Ferrari,+0.291s,29
1,3,Fernando Alonso,Renault,+0.327s,16
35,4,Alexander Wurz,Williams Cosworth,+0.542s,30
15,5,Christian Klien,RBR Ferrari,+0.553s,10
5,6,Michael Schumacher,Ferrari,+0.567s,21
2,7,Giancarlo Fisichella,Renault,+0.758s,17
12,8,Jenson Button,Honda,+0.881s,12
11,9,Rubens Barrichello,Honda,+0.884s,16
7,10,Ralf Schumacher,Toyota,+0.973s,25
8,11,Jarno Trulli,Toyota,+1.077s,30
16,12,Nick Heidfeld,Sauber BMW,+1.089s,18
38,13,Robert Kubica,Sauber BMW,+1.311s,34
9,14,Mark Webber,Williams Cosworth,+1.375s,14
3,15,Kimi Räikkönen,McLaren Mercedes,+1.400s,4
17,16,Jacques Villeneuve,Sauber BMW,+1.474s,13
6,17,Felipe Massa,Ferrari,+1.690s,19
4,18,Juan Pablo Montoya,McLaren Mercedes,+1.728s,5
10,19,Nico Rosberg,Williams Cosworth,+1.750s,18
14,20,David Coulthard,RBR Ferrari,+1.877s,6
40,21,Neel Jani,STR Cosworth,+2.241s,32
39,22,Giorgio Mondini,MF1 Toyota,+2.377s,22
21,23,Scott Speed,STR Cosworth,+2.724s,22
20,24,Vitantonio Liuzzi,STR Cosworth,+2.801s,18
19,25,Christijan Albers,MF1 Toyota,+2.825s,15
22,26,Takuma Sato,Super Aguri Honda,+3.083s,30
18,27,Tiago Monteiro,MF1 Toyota,+3.778s,19
23,28,Franck Montagny,Super Aguri Honda,+5.689s,21
