,Position,Driver,Car,Q1,Q2,Q3,Laps
1,1,Fernando Alonso,Renault,1:15.816,1:15.124,1:14.648,22
2,2,Giancarlo Fisichella,Renault,1:16.046,1:14.766,1:14.709,25
5,3,Michael Schumacher,Ferrari,1:16.049,1:14.637,1:14.970,24
6,4,Felipe Massa,Ferrari,1:16.359,1:15.245,1:15.442,22
11,5,Rubens Barrichello,Honda,1:16.266,1:15.258,1:15.885,23
7,6,Ralf Schumacher,Toyota,1:16.234,1:15.164,1:15.885,28
8,7,Jarno Trulli,Toyota,1:16.174,1:15.068,1:15.976,28
12,8,Jenson Button,Honda,1:16.054,1:15.150,1:16.008,24
3,9,Kimi Räikkönen,McLaren Mercedes,1:16.613,1:15.422,1:16.015,22
16,10,Nick Heidfeld,Sauber BMW,1:16.322,1:15.468,1:17.144,25
9,11,Mark Webber,Williams Cosworth,1:16.685,1:15.502,,9
4,12,Juan Pablo Montoya,McLaren Mercedes,1:16.195,1:15.801,,11
10,13,Nico Rosberg,Williams Cosworth,1:17.213,1:15.804,,9
17,14,Jacques Villeneuve,Sauber BMW,1:16.066,1:15.847,,9
15,15,Christian Klien,RBR Ferrari,1:16.627,1:15.928,,12
20,16,Vitantonio Liuzzi,STR Cosworth,1:17.105,1:16.661,,14
21,17,Scott Speed,STR Cosworth,1:17.361,,,8
18,18,Tiago Monteiro,MF1 Toyota,1:17.702,,,6
19,19,Christijan Albers,MF1 Toyota,1:18.024,,,7
22,20,Takuma Sato,Super Aguri Honda,1:18.920,,,6
23,21,Franck Montagny,Super Aguri Honda,1:20.763,,,6
14,22,David Coulthard,RBR Ferrari,DNS,,,2
