,Position,Driver,Car,Time
15,1,Alain Prost,Renault,1:01.380
16,2,Rene Arnoux,Renault,1:01.740
2,3,Riccardo Patrese,Brabham Ford,1:02.710
8,4,Niki Lauda,McLaren Ford,1:02.984
22,5,Andrea de Cesaris,Alfa Romeo,1:03.023
1,6,Nelson Piquet,Brabham Ford,1:03.183
5,7,Derek Daly,Williams Ford,1:03.291
6,8,Keke Rosberg,Williams Ford,1:03.589
23,9,Bruno Giacomelli,Alfa Romeo,1:03.776
27,10,Patrick Tambay,Ferrari,1:03.896
7,11,John Watson,McLaren Ford,1:03.995
3,12,Michele Alboreto,Tyrrell Ford,1:04.069
26,13,Jacques Laffite,Ligier Matra,1:04.087
29,14,Marc Surer,Arrows Ford,1:04.928
11,15,Elio de Angelis,Lotus Ford,1:04.967
25,16,Eddie  Cheever,Ligier Matra,1:05.001
31,17,Jean-Pierre Jarier,Osella Ford,1:05.179
4,18,Brian Henton,Tyrrell Ford,1:05.391
14,19,Roberto Guerrero,Ensign Ford,1:05.395
9,20,Manfred Winkelhock,ATS Ford,1:05.451
35,21,Derek Warwick,Toleman Hart,1:05.877
17,22,Rupert Keegan,March Ford,1:06.011
36,23,Teo Fabi,Toleman Hart,1:06.017
18,24,Raul Boesel,March Ford,1:06.136
10,25,Eliseo Salazar,ATS Ford,1:06.168
12,26,Nigel Mansell,Lotus Ford,1:06.211
