,Position,Driver,Car,Time
27,1,Gilles Villeneuve,Ferrari,1:34.523
2,2,Carlos Reutemann,Williams Ford,1:35.229
16,3,Rene Arnoux,Renault,1:35.281
15,4,Alain Prost,Renault,1:35.579
5,5,Nelson Piquet,Brabham Ford,1:35.733
28,6,Didier Pironi,Ferrari,1:35.868
7,7,John Watson,McLaren Ford,1:36.241
1,8,Alan  Jones,Williams Ford,1:36.280
29,9,Riccardo Patrese,Arrows Ford,1:36.390
26,10,Jacques Laffite,Ligier Matra,1:36.477
23,11,Bruno Giacomelli,Alfa Romeo,1:36.776
22,12,Mario Andretti,Alfa Romeo,1:36.919
6,13,Hector Rebaque,Brabham Ford,1:37.264
8,14,Andrea de Cesaris,McLaren Ford,1:37.382
20,15,Keke Rosberg,Fittipaldi Ford,1:37.459
33,16,Patrick Tambay,Theodore Ford,1:37.545
4,17,Michele Alboreto,Tyrrell Ford,1:37.771
25,18,Jean-Pierre Jabouille,Ligier Matra,1:38.140
3,19,Eddie  Cheever,Tyrrell Ford,1:38.266
32,20,Beppe Gabbiani,Osella Hart,1:38.302
14,21,Marc Surer,Ensign Ford,1:38.341
31,22,Miguel Angel Guerra,Osella Hart,1:38.773
17,23,Eliseo Salazar,March Ford,1:38.827
10,24,Slim Borgudd,ATS Ford,1:39.079
