,Position,Driver,Car,Laps,Time,Points
6,1,Ronnie Peterson,Lotus Ford,78,1:42:15.767,9
4,2,Patrick Depailler,Tyrrell Ford,78,+0.466s,6
2,3,John Watson,Brabham Alfa Romeo,78,+4.442s,4
27,4,Alan  Jones,Williams Ford,78,+38.990s,3
26,5,Jacques Laffite,Ligier Matra,78,+69.220s,2
3,6,Didier Pironi,Tyrrell Ford,77,+1 lap,1
5,7,Mario Andretti,Lotus Ford,77,+1 lap,0
10,8,Jean-Pierre Jarier,ATS Ford,77,+1 lap,0
36,9,Rolf Stommelen,Arrows Ford,77,+1 lap,0
25,10,Hector Rebaque,Lotus Ford,77,+1 lap,0
30,11,Brett Lunger,McLaren Ford,76,+2 laps,0
19,12,Vittorio Brambilla,Surtees Ford,76,+2 laps,0
35,NC,Riccardo Patrese,Arrows Ford,63,DNF,0
20,NC,Jody Scheckter,Wolf Ford,59,DNF,0
8,NC,Patrick Tambay,McLaren Ford,56,DNF,0
11,NC,Carlos Reutemann,Ferrari,55,DNF,0
12,NC,Gilles Villeneuve,Ferrari,55,DNF,0
18,NC,Rupert Keegan,Surtees Ford,52,DNF,0
1,NC,Niki Lauda,Brabham Alfa Romeo,52,DNF,0
9,NC,Jochen Mass,ATS Ford,43,DNF,0
37,NC,Arturo Merzario,Merzario Ford,39,DNF,0
15,NC,Jean-Pierre Jabouille,Renault,38,DNF,0
32,NC,Keke Rosberg,Theodore Ford,15,DNF,0
14,NC,Emerson Fittipaldi,Fittipaldi Ford,8,DNF,0
24,NC,Eddie  Cheever,Hesketh Ford,8,DNF,0
7,NC,James Hunt,McLaren Ford,5,DNF,0
