,Position,Driver,Car,Time
1,1,Niki Lauda,Brabham Alfa Romeo,1:14.650
5,2,Mario Andretti,Lotus Ford,1:14.900
7,3,James Hunt,McLaren Ford,1:15.140
8,4,Patrick Tambay,McLaren Ford,1:15.300
20,5,Jody Scheckter,Wolf Ford,1:15.320
15,6,Jean-Pierre Jabouille,Renault,1:15.360
35,7,Riccardo Patrese,Arrows Ford,1:15.480
12,8,Gilles Villeneuve,Ferrari,1:15.500
11,9,Carlos Reutemann,Ferrari,1:15.520
2,10,John Watson,Brabham Alfa Romeo,1:15.620
6,11,Ronnie Peterson,Lotus Ford,1:15.940
4,12,Patrick Depailler,Tyrrell Ford,1:15.970
3,13,Didier Pironi,Tyrrell Ford,1:16.380
26,14,Jacques Laffite,Ligier Matra,1:16.400
14,15,Emerson Fittipaldi,Fittipaldi Ford,1:16.470
9,16,Jochen Mass,ATS Ford,1:16.600
10,17,Jean-Pierre Jarier,ATS Ford,1:17.120
27,18,Alan  Jones,Williams Ford,1:17.160
30,19,Brett Lunger,McLaren Ford,1:17.300
19,20,Vittorio Brambilla,Surtees Ford,1:17.320
36,21,Rolf Stommelen,Arrows Ford,1:17.490
25,22,Hector Rebaque,Lotus Ford,1:17.500
18,23,Rupert Keegan,Surtees Ford,1:17.570
32,24,Keke Rosberg,Wolf Ford,1:17.620
24,25,Eddie  Cheever,Hesketh Ford,1:17.830
37,26,Arturo Merzario,Merzario Ford,1:18.150
