,Position,Driver,Car,Time
8,1,Mika Hakkinen,McLaren Mercedes,1:30.010
7,2,David Coulthard,McLaren Mercedes,1:30.053
3,3,Michael Schumacher,Ferrari,1:30.767
1,4,Jacques Villeneuve,Williams Mecachrome,1:30.919
15,5,Johnny Herbert,Sauber Petronas,1:31.384
2,6,Heinz-Harald Frentzen,Williams Mecachrome,1:31.397
5,7,Giancarlo Fisichella,Benetton Playlife,1:31.733
4,8,Eddie Irvine,Ferrari,1:31.767
10,9,Ralf Schumacher,Jordan Mugen Honda,1:32.392
9,10,Damon Hill,Jordan Mugen Honda,1:32.399
6,11,Alexander Wurz,Benetton Playlife,1:32.726
14,12,Jean Alesi,Sauber Petronas,1:33.240
21,13,Toranosuke Takagi,Tyrrell Ford,1:33.291
18,14,Rubens Barrichello,Stewart Ford,1:33.383
12,15,Jarno Trulli,Prost Peugeot,1:33.739
17,16,Mika Salo,Arrows,1:33.927
23,17,Esteban Tuero,Minardi Ford,1:34.646
19,18,Jan Magnussen,Stewart Ford,1:34.906
20,19,Ricardo Rosset,Tyrrell Ford,1:35.119
16,20,Pedro Diniz,Arrows,1:35.140
11,21,Olivier Panis,Prost Peugeot,1:35.215
22,22,Shinji Nakano,Minardi Ford,1:35.301
