,Position,Driver,Car,Lap,Time,Avg Speed
8,1,Mika Hakkinen,McLaren Mercedes,38,1:31.649,208.303
7,2,David Coulthard,McLaren Mercedes,24,1:32.356,206.708
2,3,Heinz-Harald Frentzen,Williams Mecachrome,33,1:33.554,204.061
4,4,Eddie Irvine,Ferrari,33,1:33.790,203.548
9,5,Damon Hill,Jordan Mugen Honda,55,1:34.196,202.671
5,6,Giancarlo Fisichella,Benetton Playlife,40,1:34.319,202.406
11,7,Olivier Panis,Prost Peugeot,55,1:34.319,202.406
6,8,Alexander Wurz,Benetton Playlife,54,1:34.738,201.511
14,9,Jean Alesi,Sauber Petronas,28,1:34.878,201.214
12,10,Jarno Trulli,Prost Peugeot,25,1:34.885,201.199
15,11,Johnny Herbert,Sauber Petronas,24,1:35.624,199.644
1,12,Jacques Villeneuve,Williams Mecachrome,53,1:35.661,199.567
3,13,Michael Schumacher,Ferrari,3,1:35.774,199.331
17,14,Mika Salo,Arrows,18,1:36.032,198.796
23,15,Esteban Tuero,Minardi Ford,19,1:36.475,197.883
20,16,Ricardo Rosset,Tyrrell Ford,20,1:38.116,194.573
22,17,Shinji Nakano,Minardi Ford,3,1:39.676,191.528
16,18,Pedro Diniz,Arrows,2,1:39.916,191.068
