,Position,Driver,Car,Laps,Time,Points
8,1,Mika Hakkinen,McLaren Mercedes,58,1:31:45.996,10
7,2,David Coulthard,McLaren Mercedes,58,+0.702s,6
2,3,Heinz-Harald Frentzen,Williams Mecachrome,57,+1 lap,4
4,4,Eddie Irvine,Ferrari,57,+1 lap,3
1,5,Jacques Villeneuve,Williams Mecachrome,57,+1 lap,2
15,6,Johnny Herbert,Sauber Petronas,57,+1 lap,1
6,7,Alexander Wurz,Benetton Playlife,57,+1 lap,0
9,8,Damon Hill,Jordan Mugen Honda,57,+1 lap,0
11,9,Olivier Panis,Prost Peugeot,57,+1 lap,0
5,NC,Giancarlo Fisichella,Benetton Playlife,43,DNF,0
14,NC,Jean Alesi,Sauber Petronas,41,DNF,0
12,NC,Jarno Trulli,Prost Peugeot,26,DNF,0
20,NC,Ricardo Rosset,Tyrrell Ford,25,DNF,0
17,NC,Mika Salo,Arrows,23,DNF,0
23,NC,Esteban Tuero,Minardi Ford,22,DNF,0
22,NC,Shinji Nakano,Minardi Ford,8,DNF,0
3,NC,Michael Schumacher,Ferrari,5,DNF,0
16,NC,Pedro Diniz,Arrows,2,DNF,0
10,NC,Ralf Schumacher,Jordan Mugen Honda,1,DNF,0
19,NC,Jan Magnussen,Stewart Ford,1,DNF,0
21,NC,Toranosuke Takagi,Tyrrell Ford,1,DNF,0
18,NC,Rubens Barrichello,Stewart Ford,0,DNF,0
