,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
44,1,Lewis Hamilton,Mercedes,34,1:22.746,252.033,16:34:12
55,2,Carlos Sainz,McLaren Renault,40,1:23.882,248.620,16:42:17
18,3,Lance Stroll,Racing Point BWT Mercedes,42,1:23.897,248.576,16:45:08
3,4,Daniel Ricciardo,Renault,38,1:23.898,248.573,16:39:37
77,5,Valtteri Bottas,Mercedes,51,1:23.961,248.386,16:57:52
10,6,Pierre Gasly,AlphaTauri Honda,34,1:24.037,248.162,16:33:48
4,7,Lando Norris,McLaren Renault,50,1:24.232,247.587,16:56:27
11,8,Sergio Perez,Racing Point BWT Mercedes,50,1:24.336,247.282,16:56:42
63,9,George Russell,Williams Mercedes,39,1:24.421,247.033,16:41:11
26,10,Daniil Kvyat,AlphaTauri Honda,44,1:24.479,246.863,16:48:11
31,11,Esteban Ocon,Renault,52,1:24.490,246.831,16:59:26
8,12,Romain Grosjean,Haas Ferrari,48,1:24.785,245.972,16:54:00
7,13,Kimi Räikkönen,Alfa Romeo Racing Ferrari,29,1:24.835,245.827,16:26:48
99,14,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,43,1:24.856,245.766,16:47:16
23,15,Alexander Albon,Red Bull Racing Honda,48,1:24.926,245.564,16:54:03
6,16,Nicholas Latifi,Williams Mercedes,39,1:24.999,245.353,16:41:08
33,17,Max Verstappen,Red Bull Racing Honda,10,1:25.539,243.804,15:27:54
20,18,Kevin Magnussen,Haas Ferrari,10,1:25.787,243.099,15:28:41
16,19,Charles Leclerc,Ferrari,19,1:26.026,242.424,15:41:29
5,20,Sebastian Vettel,Ferrari,4,1:27.107,239.415,15:19:28
