,Position,Driver,Car,Q1,Q2,Q3,Laps
44,1,Lewis Hamilton,Mercedes,1:19.514,1:19.092,1:18.887,18
77,2,Valtteri Bottas,Mercedes,1:19.786,1:18.952,1:18.956,18
55,3,Carlos Sainz,McLaren Renault,1:20.099,1:19.705,1:19.695,16
11,4,Sergio Perez,Racing Point BWT Mercedes,1:20.048,1:19.718,1:19.720,17
33,5,Max Verstappen,Red Bull Racing Honda,1:20.193,1:19.780,1:19.795,17
4,6,Lando Norris,McLaren Renault,1:20.344,1:19.962,1:19.820,18
3,7,Daniel Ricciardo,Renault,1:20.548,1:20.031,1:19.864,16
18,8,Lance Stroll,Racing Point BWT Mercedes,1:20.400,1:19.924,1:20.049,19
23,9,Alexander Albon,Red Bull Racing Honda,1:21.104,1:20.064,1:20.090,19
10,10,Pierre Gasly,AlphaTauri Honda,1:20.145,1:19.909,1:20.177,20
26,11,Daniil Kvyat,AlphaTauri Honda,1:20.307,1:20.169,,14
31,12,Esteban Ocon,Renault,1:20.747,1:20.234,,12
16,13,Charles Leclerc,Ferrari,1:20.443,1:20.273,,15
7,14,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1:21.010,1:20.926,,14
20,15,Kevin Magnussen,Haas Ferrari,1:20.869,1:21.573,,14
8,16,Romain Grosjean,Haas Ferrari,1:21.139,,,8
5,17,Sebastian Vettel,Ferrari,1:21.151,,,5
99,18,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1:21.206,,,9
63,19,George Russell,Williams Mercedes,1:21.587,,,7
6,20,Nicholas Latifi,Williams Mercedes,1:21.717,,,8
