,Position,Driver,Car,Time
22,1,Juan Manuel Fangio,Lanica Ferrari,2:42.600
24,2,Eugenio Castellotti,Lanica Ferrari,2:43.400
28,3,Luigi Musso,Lanica Ferrari,2:43.700
16,4,Piero  Taruffi,Vanwall,2:45.400
32,5,Jean Behra,Maserati,2:45.600
36,6,Stirling Moss,Maserati,2:45.900
26,7,Peter Collins,Lanica Ferrari,2:46.000
34,8,Luigi  Villoresi,Maserati,2:47.700
30,9,Alfonso de Portago ,Lanica Ferrari,2:47.800
18,10,Harry Schell,Vanwall,2:50.100
20,11,Maurice  Trintignant,Vanwall,2:51.600
46,12,Umberto  Maglioli,Maserati,2:52.700
44,13,Roy Salvadori,Maserati,2:54.600
40,14,Luigi Piotti,Maserati,2:58.400
6,15,Jack  Fairman,Connaught Alta,2:59.200
42,16,Gerino  Gerini ,Maserati,3:02.600
38,17,Paco  Godia,Maserati,3:02.900
14,18,Toulo de Graffenried,Maserati,3:03.300
2,19,Les  Leston ,Connaught Alta,3:04.300
8,20,Hermano da Silva Ramos,Gordini,3:04.800
48,21,Bruce  Halford ,Maserati,3:05.000
10,22,Robert  Manzon,Gordini,3:06.600
4,23,Ron Flockhart,Connaught Alta,3:08.100
12,24,Andre  Simon,Gordini,3:13.300
