,Position,Driver,Car,Laps,Time,Points
2,1,Alain Prost,Williams Renault,59,1:25:38.189,10
5,2,Michael Schumacher,Benetton Ford,59,+7.660s,6
6,3,Riccardo Patrese,Benetton Ford,59,+77.482s,4
12,4,Johnny Herbert,Lotus Ford,59,+78.407s,3
8,5,Ayrton Senna,McLaren Ford,58,DNF,2
9,6,Derek Warwick,Footwork Mugen Honda,58,+1 lap,1
26,7,Mark Blundell,Ligier Renault,58,+1 lap,0
30,8,Jyrki Jarvilehto,Sauber,58,+1 lap,0
27,9,Jean Alesi,Ferrari,58,+1 lap,0
14,10,Rubens Barrichello,Jordan Hart,58,+1 lap,0
19,11,Philippe Alliot,Larrousse Lamborghini,57,+2 laps,0
23,12,Christian Fittipaldi,Minardi Ford,56,DNF,0
3,13,Ukyo Katayama,Tyrrell Yamaha,55,+4 laps,0
25,14,Martin Brundle,Ligier Renault,53,DNF,0
4,NC,Andrea de Cesaris,Tyrrell Yamaha,43,+16 laps,0
0,NC,Damon Hill,Williams Renault,41,DNF,0
11,NC,Alessandro Zanardi,Lotus Ford,41,DNF,0
15,NC,Thierry Boutsen,Jordan Hart,41,DNF,0
22,NC,Luca Badoer,Lola Ferrari,32,DNF,0
24,NC,Pierluigi Martini,Minardi Ford,31,DNF,0
29,NC,Karl Wendlinger,Sauber,24,DNF,0
28,NC,Gerhard Berger,Ferrari,10,DNF,0
10,NC,Aguri Suzuki,Footwork Mugen Honda,8,DNF,0
