,Position,Driver,Car,Time
2,1,Alain Prost,Williams Renault,1:19.006
0,2,Damon Hill,Williams Renault,1:19.134
5,3,Michael Schumacher,Benetton Ford,1:20.401
8,4,Ayrton Senna,McLaren Ford,1:21.986
6,5,Riccardo Patrese,Benetton Ford,1:22.364
25,6,Martin Brundle,Ligier Renault,1:22.421
12,7,Johnny Herbert,Lotus Ford,1:22.487
9,8,Derek Warwick,Footwork Mugen Honda,1:22.834
26,9,Mark Blundell,Ligier Renault,1:22.885
10,10,Aguri Suzuki,Footwork Mugen Honda,1:23.077
7,11,Michael Andretti,McLaren Ford,1:23.114
27,12,Jean Alesi,Ferrari,1:23.203
28,13,Gerhard Berger,Ferrari,1:23.257
11,14,Alessandro Zanardi,Lotus Ford,1:23.533
14,15,Rubens Barrichello,Jordan Hart,1:23.635
30,16,Jyrki Jarvilehto,Sauber,1:24.071
20,17,Erik Comas,Larrousse Lamborghini,1:24.139
29,18,Karl Wendlinger,Sauber,1:24.525
23,19,Christian Fittipaldi,Minardi Ford,1:24.664
24,20,Pierluigi Martini,Minardi Ford,1:24.718
4,21,Andrea de Cesaris,Tyrrell Yamaha,1:25.254
3,22,Ukyo Katayama,Tyrrell Yamaha,1:25.343
15,23,Thierry Boutsen,Jordan Hart,1:25.363
19,24,Philippe Alliot,Larrousse Lamborghini,1:25.397
22,25,Luca Badoer,Lola Ferrari,1:26.239
