,Position,Driver,Car,Lap,Time
6,1,Riccardo Patrese,Williams Renault,35,1:43.569
5,2,Nigel Mansell,Williams Renault,34,1:43.745
2,3,Gerhard Berger,McLaren Honda,43,1:43.970
27,4,Alain Prost,Ferrari,35,1:44.059
1,5,Ayrton Senna,McLaren Honda,43,1:44.213
28,6,Jean Alesi,Ferrari,35,1:44.395
32,7,Bertrand Gachot,Jordan Ford,39,1:44.991
33,8,Andrea de Cesaris,Jordan Ford,25,1:45.403
16,9,Ivan Capelli,Leyton House Ilmor,31,1:46.067
4,10,Stefano Modena,Tyrrell Honda,41,1:46.264
19,11,Roberto Moreno,Benetton Ford,32,1:46.387
7,12,Martin Brundle,Brabham Yamaha,41,1:46.549
20,13,Nelson Piquet,Benetton Ford,20,1:46.680
8,14,Mark Blundell,Brabham Yamaha,42,1:46.964
21,15,Emanuele Pirro,Dallara Judd,35,1:47.032
22,16,Jyrki Jarvilehto,Dallara Judd,34,1:47.097
25,17,Thierry Boutsen,Ligier Lamborghini,23,1:47.266
26,18,Erik Comas,Ligier Lamborghini,20,1:47.516
23,19,Pierluigi Martini,Minardi Ferrari,11,1:48.431
3,20,Satoru Nakajima,Tyrrell Honda,19,1:49.125
15,21,Mauricio Gugelmin,Leyton House Ilmor,20,1:49.307
24,22,Gianni Morbidelli,Minardi Ferrari,13,1:49.359
30,23,Aguri Suzuki,Lola Ford,11,1:49.723
11,24,Mika Hakkinen,Lotus Judd,17,1:49.790
29,25,Eric Bernard,Lola Ford,4,1:50.573
