,Position,Driver,Car,Laps,Time,Points
5,1,Nigel Mansell,Williams Renault,45,1:19:29.661,10
6,2,Riccardo Patrese,Williams Renault,45,+13.779s,6
28,3,Jean Alesi,Ferrari,45,+17.618s,4
2,4,Gerhard Berger,McLaren Honda,45,+32.651s,3
33,5,Andrea de Cesaris,Jordan Ford,45,+77.537s,2
32,6,Bertrand Gachot,Jordan Ford,45,+100.605s,1
1,7,Ayrton Senna,McLaren Honda,44,DNF,0
19,8,Roberto Moreno,Benetton Ford,44,+1 lap,0
25,9,Thierry Boutsen,Ligier Lamborghini,44,+1 lap,0
21,10,Emanuele Pirro,Dallara Judd,44,+1 lap,0
7,11,Martin Brundle,Brabham Yamaha,43,+2 laps,0
8,12,Mark Blundell,Brabham Yamaha,43,+2 laps,0
4,13,Stefano Modena,Tyrrell Honda,41,+4 laps,0
27,NC,Alain Prost,Ferrari,37,DNF,0
16,NC,Ivan Capelli,Leyton House Ilmor,36,DNF,0
22,NC,Jyrki Jarvilehto,Dallara Judd,35,DNF,0
20,NC,Nelson Piquet,Benetton Ford,27,DNF,0
3,NC,Satoru Nakajima,Tyrrell Honda,26,DNF,0
26,NC,Erik Comas,Ligier Lamborghini,22,DNF,0
15,NC,Mauricio Gugelmin,Leyton House Ilmor,21,DNF,0
11,NC,Mika Hakkinen,Lotus Judd,19,DNF,0
30,NC,Aguri Suzuki,Lola Ford,15,DNF,0
24,NC,Gianni Morbidelli,Minardi Ferrari,14,DNF,0
23,NC,Pierluigi Martini,Minardi Ferrari,11,DNF,0
29,NC,Eric Bernard,Lola Ford,9,DNF,0
