,Position,Driver,Car,Time
19,1,John Surtees,Lola Climax,1:32.500
17,2,Graham Hill,BRM,1:32.600
4,3,Jim Clark,Lotus Climax,1:33.200
8,4,Jack Brabham,Lotus Climax,1:33.300
6,5,Bruce McLaren,Cooper Climax,1:33.900
9,6,Innes Ireland,Lotus BRM,1:34.100
18,7,Richie Ginther,BRM,1:34.500
12,8,Dan Gurney,Porsche,1:34.700
1,9,Phil Hill,Ferrari,1:35.000
5,10,Trevor  Taylor ,Lotus Climax,1:35.400
3,11,Ricardo  Rodriguez ,Ferrari,1:36.100
2,12,Giancarlo Baghetti,Ferrari,1:36.300
11,13,Jo Bonnier,Porsche,1:37.000
14,14,Carel Godin de Beaufort ,Porsche,1:37.400
7,15,Tony Maggs,Cooper Climax,1:37.500
10,16,Masten Gregory,Lotus BRM,1:38.000
20,17,Roy Salvadori,Lola Climax,1:38.800
15,18,Ben  Pon ,Porsche,1:40.900
21,19,Jackie  Lewis ,Cooper Climax,1:43.200
16,20,Wolfgang Seidel,Porsche,1:46.000
