,Position,Driver,Car,Time / Gap,Laps
1,1,Michael Schumacher,Ferrari,1:20.380,45
20,2,Heinz-Harald Frentzen,Arrows Cosworth,+0.070s,26
15,3,Jenson Button,Renault,+0.313s,38
2,4,Rubens Barrichello,Ferrari,+0.362s,42
12,5,Olivier Panis,BAR Honda,+0.378s,46
21,6,Enrique Bernoldi,Arrows Cosworth,+0.454s,34
4,7,Kimi Räikkönen,McLaren Mercedes,+0.616s,34
9,8,Giancarlo Fisichella,Jordan Honda,+0.789s,37
8,9,Felipe Massa,Sauber Petronas,+0.817s,34
14,10,Jarno Trulli,Renault,+0.898s,27
16,11,Eddie Irvine,Jaguar Cosworth,+0.914s,27
3,12,David Coulthard,McLaren Mercedes,+0.918s,32
7,13,Nick Heidfeld,Sauber Petronas,+0.921s,30
10,14,Takuma Sato,Jordan Honda,+0.971s,20
5,15,Ralf Schumacher,Williams BMW,+1.029s,38
11,16,Jacques Villeneuve,BAR Honda,+1.033s,32
6,17,Juan Pablo Montoya,Williams BMW,+1.243s,31
24,18,Mika Salo,Toyota,+1.702s,28
17,19,Pedro de la Rosa,Jaguar Cosworth,+1.714s,35
23,20,Mark Webber,Minardi Asiatech,+2.079s,37
25,21,Allan McNish,Toyota,+2.184s,37
22,22,Alex Yoong,Minardi Asiatech,+2.889s,35
