,Position,Driver,Car,Time / Gap,Laps
44,1,Lewis Hamilton,Mercedes,1:15.988,22
5,2,Sebastian Vettel,Ferrari,+0.316s,19
7,3,Kimi Räikkönen,Ferrari,+0.322s,20
6,4,Nico Rosberg,Mercedes,+0.452s,22
13,5,Pastor Maldonado,Lotus Mercedes,+0.612s,15
77,6,Valtteri Bottas,Williams Mercedes,+0.861s,18
8,7,Romain Grosjean,Lotus Mercedes,+0.876s,15
19,8,Felipe Massa,Williams Mercedes,+1.053s,19
26,9,Daniil Kvyat,Red Bull Racing Renault,+1.104s,10
3,10,Daniel Ricciardo,Red Bull Racing Renault,+1.123s,16
27,11,Nico Hulkenberg,Force India Mercedes,+1.132s,15
9,12,Marcus Ericsson,Sauber Ferrari,+1.273s,17
55,13,Carlos Sainz,STR Renault,+1.330s,23
11,14,Sergio Perez,Force India Mercedes,+1.379s,20
14,15,Fernando Alonso,McLaren Honda,+1.639s,21
33,16,Max Verstappen,STR Renault,+1.669s,23
12,17,Felipe Nasr,Sauber Ferrari,+1.763s,21
22,18,Jenson Button,McLaren Honda,+2.147s,20
98,19,Roberto Merhi,Marussia Ferrari,+3.543s,15
28,20,Will Stevens,Marussia Ferrari,+3.746s,13
