,Position,Driver,Car,Time / Gap,Laps
44,1,Lewis Hamilton,Mercedes,1:16.212,34
6,2,Nico Rosberg,Mercedes,+0.415s,38
8,3,Romain Grosjean,Lotus Mercedes,+1.509s,35
27,4,Nico Hulkenberg,Force India Mercedes,+1.659s,34
5,5,Sebastian Vettel,Ferrari,+1.693s,25
19,6,Felipe Massa,Williams Mercedes,+1.773s,28
26,7,Daniil Kvyat,Red Bull Racing Renault,+1.809s,30
13,8,Pastor Maldonado,Lotus Mercedes,+1.814s,41
14,9,Fernando Alonso,McLaren Honda,+1.916s,34
33,10,Max Verstappen,STR Renault,+2.045s,24
77,11,Valtteri Bottas,Williams Mercedes,+2.113s,40
7,12,Kimi Räikkönen,Ferrari,+2.227s,26
11,13,Sergio Perez,Force India Mercedes,+2.291s,28
3,14,Daniel Ricciardo,Red Bull Racing Renault,+2.563s,24
22,15,Jenson Button,McLaren Honda,+2.574s,25
12,16,Felipe Nasr,Sauber Ferrari,+2.736s,30
55,17,Carlos Sainz,STR Renault,+2.853s,23
9,18,Marcus Ericsson,Sauber Ferrari,+2.953s,32
98,19,Roberto Merhi,Marussia Ferrari,+4.404s,33
28,20,Will Stevens,Marussia Ferrari,+4.412s,27
