,Position,Driver,Car,Q1,Q2,Q3,Laps
44,1,Lewis Hamilton,Mercedes,1:15.895,1:14.661,1:14.393,21
6,2,Nico Rosberg,Mercedes,1:15.893,1:14.673,1:14.702,19
7,3,Kimi Räikkönen,Ferrari,1:16.259,1:15.348,1:15.014,19
77,4,Valtteri Bottas,Williams Mercedes,1:16.552,1:15.506,1:15.102,18
8,5,Romain Grosjean,Lotus Mercedes,1:15.833,1:15.187,1:15.194,20
13,6,Pastor Maldonado,Lotus Mercedes,1:16.098,1:15.622,1:15.329,26
27,7,Nico Hulkenberg,Force India Mercedes,1:16.186,1:15.706,1:15.614,21
26,8,Daniil Kvyat,Red Bull Racing Renault,1:16.415,1:15.891,1:16.079,27
3,9,Daniel Ricciardo,Red Bull Racing Renault,1:16.410,1:16.006,1:16.114,23
11,10,Sergio Perez,Force India Mercedes,1:16.827,1:15.974,1:16.338,23
55,11,Carlos Sainz,STR Renault,1:16.611,1:16.042,,19
33,12,Max Verstappen,STR Renault,1:16.361,1:16.245,,20
9,13,Marcus Ericsson,Sauber Ferrari,1:16.796,1:16.262,,20
14,14,Fernando Alonso,McLaren Honda,1:17.012,1:16.276,,18
12,15,Felipe Nasr,Sauber Ferrari,1:16.968,1:16.620,,18
5,16,Sebastian Vettel,Ferrari,1:17.344,,,6
19,17,Felipe Massa,Williams Mercedes,1:17.886,,,9
98,18,Roberto Merhi,Marussia Ferrari,1:19.133,,,11
28,19,Will Stevens,Marussia Ferrari,1:19.157,,,10
