,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
7,1,Kimi Räikkönen,Ferrari,42,1:16.987,203.925,14:59:16
5,2,Sebastian Vettel,Ferrari,59,1:17.105,203.613,15:21:35
44,3,Lewis Hamilton,Mercedes,64,1:17.472,202.648,15:27:14
19,4,Felipe Massa,Williams Mercedes,64,1:17.553,202.437,15:28:11
6,5,Nico Rosberg,Mercedes,63,1:17.637,202.218,15:25:58
77,6,Valtteri Bottas,Williams Mercedes,67,1:17.922,201.478,15:31:42
8,7,Romain Grosjean,Lotus Mercedes,51,1:17.969,201.356,15:11:43
26,8,Daniil Kvyat,Red Bull Racing Renault,69,1:18.048,201.153,15:35:15
27,9,Nico Hulkenberg,Force India Mercedes,66,1:18.238,200.664,15:31:12
13,10,Pastor Maldonado,Lotus Mercedes,51,1:18.385,200.288,15:11:09
33,11,Max Verstappen,STR Renault,50,1:18.616,199.699,15:10:50
55,12,Carlos Sainz,STR Renault,61,1:18.811,199.205,15:25:02
22,13,Jenson Button,McLaren Honda,49,1:18.856,199.092,15:10:08
11,14,Sergio Perez,Force India Mercedes,49,1:18.889,199.008,15:09:00
9,15,Marcus Ericsson,Sauber Ferrari,58,1:18.890,199.006,15:21:19
3,16,Daniel Ricciardo,Red Bull Racing Renault,67,1:19.060,198.578,15:33:05
12,17,Felipe Nasr,Sauber Ferrari,47,1:19.088,198.507,15:06:59
14,18,Fernando Alonso,McLaren Honda,41,1:19.580,197.280,14:58:54
28,19,Will Stevens,Marussia Ferrari,38,1:20.707,194.525,14:56:12
98,20,Roberto Merhi,Marussia Ferrari,37,1:20.804,194.292,14:54:50
