,Position,Driver,Car,Time
5,1,Nigel Mansell,Williams Renault,1:13.041
6,2,Riccardo Patrese,Williams Renault,1:13.672
1,3,Ayrton Senna,McLaren Honda,1:14.258
2,4,Gerhard Berger,McLaren Honda,1:15.068
19,5,Michael Schumacher,Benetton Ford,1:15.356
20,6,Martin Brundle,Benetton Ford,1:16.084
11,7,Mika Hakkinen,Lotus Ford,1:16.173
9,8,Michele Alboreto,Footwork Mugen Honda,1:16.282
12,9,Johnny Herbert,Lotus Ford,1:16.628
27,10,Jean Alesi,Ferrari,1:16.884
25,11,Thierry Boutsen,Ligier Renault,1:16.930
4,12,Andrea de Cesaris,Tyrrell Ilmor,1:17.240
29,13,Bertrand Gachot,Venturi Lamborghini,1:17.250
26,14,Erik Comas,Ligier Renault,1:17.264
3,15,Olivier Grouillard,Tyrrell Ilmor,1:17.277
28,16,Ivan Capelli,Ferrari,1:17.287
10,17,Aguri Suzuki,Footwork Mugen Honda,1:17.361
24,18,Gianni Morbidelli,Minardi Lamborghini,1:17.387
21,19,Jyrki Jarvilehto,Dallara Ferrari,1:17.474
33,20,Mauricio Gugelmin,Jordan Yamaha,1:17.631
22,21,Pierluigi Martini,Dallara Ferrari,1:17.661
16,22,Karl Wendlinger,March Ilmor,1:18.060
17,23,Emanuele Naspetti,March Ilmor,1:18.092
32,24,Stefano Modena,Jordan Yamaha,1:18.318
30,25,Ukyo Katayama,Venturi Lamborghini,1:18.592
23,26,Christian Fittipaldi,Minardi Lamborghini,1:18.615
