,Position,Driver,Car,Time
3,1,Jacques Villeneuve,Williams Renault,1:10.304
9,2,Mika Hakkinen,McLaren Mercedes,1:10.398
14,3,Jarno Trulli,Prost Mugen Honda,1:10.511
4,4,Heinz-Harald Frentzen,Williams Renault,1:10.670
22,5,Rubens Barrichello,Stewart Ford,1:10.700
23,6,Jan Magnussen,Stewart Ford,1:10.893
1,7,Damon Hill,Arrows Yamaha,1:11.025
6,8,Eddie Irvine,Ferrari,1:11.051
5,9,Michael Schumacher,Ferrari,1:11.056
10,10,David Coulthard,McLaren Mercedes,1:11.076
11,11,Ralf Schumacher,Jordan Peugeot,1:11.186
16,12,Johnny Herbert,Sauber Petronas,1:11.210
17,13,Gianni Morbidelli,Sauber Petronas,1:11.261
12,14,Giancarlo Fisichella,Jordan Peugeot,1:11.299
7,15,Jean Alesi,Benetton Renault,1:11.382
15,16,Shinji Nakano,Prost Mugen Honda,1:11.596
2,17,Pedro Diniz,Arrows Yamaha,1:11.615
8,18,Gerhard Berger,Benetton Renault,1:11.620
20,19,Ukyo Katayama,Minardi Hart,1:12.036
18,20,Jos Verstappen,Tyrrell Ford,1:12.230
19,21,Mika Salo,Tyrrell Ford,1:14.246
