,Position,Driver,Car,Laps,Time,Points
3,1,Jacques Villeneuve,Williams Renault,71,1:27:35.999,10
10,2,David Coulthard,McLaren Mercedes,71,+2.909s,6
4,3,Heinz-Harald Frentzen,Williams Renault,71,+3.962s,4
12,4,Giancarlo Fisichella,Jordan Peugeot,71,+12.127s,3
11,5,Ralf Schumacher,Jordan Peugeot,71,+31.859s,2
5,6,Michael Schumacher,Ferrari,71,+33.410s,1
1,7,Damon Hill,Arrows Yamaha,71,+37.207s,0
16,8,Johnny Herbert,Sauber Petronas,71,+49.057s,0
17,9,Gianni Morbidelli,Sauber Petronas,71,+66.455s,0
8,10,Gerhard Berger,Benetton Renault,70,+1 lap,0
20,11,Ukyo Katayama,Minardi Hart,69,+2 laps,0
18,12,Jos Verstappen,Tyrrell Ford,69,+2 laps,0
2,13,Pedro Diniz,Arrows Yamaha,67,DNF,0
22,14,Rubens Barrichello,Stewart Ford,64,DNF,0
14,NC,Jarno Trulli,Prost Mugen Honda,58,DNF,0
23,NC,Jan Magnussen,Stewart Ford,58,DNF,0
15,NC,Shinji Nakano,Prost Mugen Honda,57,DNF,0
19,NC,Mika Salo,Tyrrell Ford,48,DNF,0
6,NC,Eddie Irvine,Ferrari,38,DNF,0
7,NC,Jean Alesi,Benetton Renault,37,DNF,0
9,NC,Mika Hakkinen,McLaren Mercedes,1,DNF,0
