,Position,Driver,Car,Time / Gap,Laps
2,1,Pedro Diniz,Arrows Yamaha,1:10.782,30
23,2,Jan Magnussen,Stewart Ford,+0.003s,27
3,3,Jacques Villeneuve,Williams Renault,+0.016s,29
14,4,Jarno Trulli,Prost Mugen Honda,+0.033s,30
6,5,Eddie Irvine,Ferrari,+0.042s,30
9,6,Mika Hakkinen,McLaren Mercedes,+0.090s,29
5,7,Michael Schumacher,Ferrari,+0.236s,26
4,8,Heinz-Harald Frentzen,Williams Renault,+0.518s,19
7,9,Jean Alesi,Benetton Renault,+0.564s,30
22,10,Rubens Barrichello,Stewart Ford,+0.605s,27
1,11,Damon Hill,Arrows Yamaha,+0.689s,30
16,12,Johnny Herbert,Sauber Petronas,+0.731s,28
15,13,Shinji Nakano,Prost Mugen Honda,+0.916s,30
10,14,David Coulthard,McLaren Mercedes,+0.970s,21
12,15,Giancarlo Fisichella,Jordan Peugeot,+1.145s,30
11,16,Ralf Schumacher,Jordan Peugeot,+1.151s,26
8,17,Gerhard Berger,Benetton Renault,+1.327s,30
20,18,Ukyo Katayama,Minardi Hart,+1.503s,30
17,19,Gianni Morbidelli,Sauber Petronas,+1.779s,30
21,20,Tarso Marques,Minardi Hart,+2.256s,30
18,21,Jos Verstappen,Tyrrell Ford,+2.405s,29
19,22,Mika Salo,Tyrrell Ford,+2.792s,30
