,Position,Driver,Car,Laps,Time,Points
8,1,Fernando Alonso,Ferrari,49,1:39:20.396,25
7,2,Felipe Massa,Ferrari,49,+16.099s,18
2,3,Lewis Hamilton,McLaren Mercedes,49,+23.182s,15
5,4,Sebastian Vettel,RBR Renault,49,+38.799s,12
4,5,Nico Rosberg,Mercedes,49,+40.213s,10
3,6,Michael Schumacher,Mercedes,49,+44.163s,8
1,7,Jenson Button,McLaren Mercedes,49,+45.280s,6
6,8,Mark Webber,RBR Renault,49,+46.360s,4
15,9,Vitantonio Liuzzi,Force India Mercedes,49,+53.008s,2
9,10,Rubens Barrichello,Williams Cosworth,49,+62.489s,1
11,11,Robert Kubica,Renault,49,+69.093s,0
14,12,Adrian Sutil,Force India Mercedes,49,+82.958s,0
17,13,Jaime Alguersuari,STR Ferrari,49,+92.656s,0
10,14,Nico Hulkenberg,Williams Cosworth,48,+1 lap,0
19,15,Heikki Kovalainen,Lotus Cosworth,47,+2 laps,0
16,16,Sebastien Buemi,STR Ferrari,46,+3 laps,0
18,17,Jarno Trulli,Lotus Cosworth,46,DNF,0
22,NC,Pedro de la Rosa,Sauber Ferrari,28,DNF,0
21,NC,Bruno Senna,HRT Cosworth,17,DNF,0
24,NC,Timo Glock,Virgin Cosworth,16,DNF,0
12,NC,Vitaly Petrov,Renault,13,DNF,0
23,NC,Kamui Kobayashi,Sauber Ferrari,11,DNF,0
25,NC,Lucas di Grassi,Virgin Cosworth,2,DNF,0
20,NC,Karun Chandhok,HRT Cosworth,1,DNF,0
