,Position,Driver,Car,Lap,Time,Avg Speed
8,1,Fernando Alonso,Ferrari,45,1:58.287,191.706
14,2,Adrian Sutil,Force India Mercedes,49,1:59.393,189.930
6,3,Mark Webber,RBR Renault,45,1:59.487,189.781
2,4,Lewis Hamilton,McLaren Mercedes,42,1:59.560,189.665
7,5,Felipe Massa,Ferrari,38,1:59.732,189.392
9,6,Rubens Barrichello,Williams Cosworth,47,1:59.833,189.233
15,7,Vitantonio Liuzzi,Force India Mercedes,39,1:59.906,189.118
17,8,Jaime Alguersuari,STR Ferrari,28,1:59.964,189.026
1,9,Jenson Button,McLaren Mercedes,45,1:59.970,189.017
16,10,Sebastien Buemi,STR Ferrari,41,2:00.080,188.844
3,11,Michael Schumacher,Mercedes,45,2:00.204,188.649
5,12,Sebastian Vettel,RBR Renault,32,2:00.218,188.627
4,13,Nico Rosberg,Mercedes,45,2:00.236,188.599
11,14,Robert Kubica,Renault,33,2:00.474,188.226
10,15,Nico Hulkenberg,Williams Cosworth,34,2:01.401,186.789
22,16,Pedro de la Rosa,Sauber Ferrari,27,2:01.650,186.406
19,17,Heikki Kovalainen,Lotus Cosworth,47,2:02.701,184.810
18,18,Jarno Trulli,Lotus Cosworth,34,2:02.930,184.465
12,19,Vitaly Petrov,Renault,7,2:04.307,182.422
23,20,Kamui Kobayashi,Sauber Ferrari,4,2:05.044,181.347
24,21,Timo Glock,Virgin Cosworth,11,2:07.062,178.467
21,22,Bruno Senna,HRT Cosworth,14,2:09.127,175.613
25,23,Lucas di Grassi,Virgin Cosworth,2,2:09.361,175.295
