,Position,Driver,Car,Q1,Q2,Q3,Laps
5,1,Sebastian Vettel,RBR Renault,1:55.029,1:53.883,1:54.101,14
7,2,Felipe Massa,Ferrari,1:55.313,1:54.331,1:54.242,16
8,3,Fernando Alonso,Ferrari,1:54.612,1:54.172,1:54.608,20
2,4,Lewis Hamilton,McLaren Mercedes,1:55.341,1:54.707,1:55.217,19
4,5,Nico Rosberg,Mercedes,1:55.463,1:54.682,1:55.241,13
6,6,Mark Webber,RBR Renault,1:55.298,1:54.318,1:55.284,13
3,7,Michael Schumacher,Mercedes,1:55.593,1:55.105,1:55.524,15
1,8,Jenson Button,McLaren Mercedes,1:55.715,1:55.168,1:55.672,17
11,9,Robert Kubica,Renault,1:55.511,1:54.963,1:55.885,17
14,10,Adrian Sutil,Force India Mercedes,1:55.213,1:54.996,1:56.309,16
9,11,Rubens Barrichello,Williams Cosworth,1:55.969,1:55.330,,12
15,12,Vitantonio Liuzzi,Force India Mercedes,1:55.628,1:55.653,,13
10,13,Nico Hulkenberg,Williams Cosworth,1:56.375,1:55.857,,14
22,14,Pedro de la Rosa,Sauber Ferrari,1:56.428,1:56.237,,13
16,15,Sebastien Buemi,STR Ferrari,1:56.189,1:56.265,,14
23,16,Kamui Kobayashi,Sauber Ferrari,1:56.541,1:56.270,,13
12,17,Vitaly Petrov,Renault,1:56.167,1:56.619,,14
17,18,Jaime Alguersuari,STR Ferrari,1:57.071,,,6
24,19,Timo Glock,Virgin Cosworth,1:59.728,,,7
18,20,Jarno Trulli,Lotus Cosworth,1:59.852,,,6
19,21,Heikki Kovalainen,Lotus Cosworth,2:00.313,,,7
25,22,Lucas di Grassi,Virgin Cosworth,2:00.587,,,7
21,23,Bruno Senna,HRT Cosworth,2:03.240,,,6
20,24,Karun Chandhok,HRT Cosworth,2:04.904,,,7
