,Position,Driver,Car,Time / Gap,Laps
4,1,Nico Rosberg,Mercedes,1:55.409,23
2,2,Lewis Hamilton,McLaren Mercedes,+0.445s,22
3,3,Michael Schumacher,Mercedes,+0.494s,23
1,4,Jenson Button,McLaren Mercedes,+0.667s,28
5,5,Sebastian Vettel,RBR Renault,+1.050s,18
10,6,Nico Hulkenberg,Williams Cosworth,+1.092s,26
7,7,Felipe Massa,Ferrari,+1.146s,30
12,8,Vitaly Petrov,Renault,+1.341s,26
8,9,Fernando Alonso,Ferrari,+1.731s,25
22,10,Pedro de la Rosa,Sauber Ferrari,+1.846s,24
23,11,Kamui Kobayashi,Sauber Ferrari,+1.943s,27
14,12,Adrian Sutil,Force India Mercedes,+1.952s,29
9,13,Rubens Barrichello,Williams Cosworth,+2.043s,21
15,14,Vitantonio Liuzzi,Force India Mercedes,+2.424s,29
11,15,Robert Kubica,Renault,+2.746s,29
17,16,Jaime Alguersuari,STR Ferrari,+4.390s,31
6,17,Mark Webber,RBR Renault,+5.035s,12
19,18,Heikki Kovalainen,Lotus Cosworth,+5.464s,23
18,19,Jarno Trulli,Lotus Cosworth,+5.581s,14
24,20,Timo Glock,Virgin Cosworth,+6.628s,3
25,21,Lucas di Grassi,Virgin Cosworth,+6.779s,21
21,22,Bruno Senna,HRT Cosworth,+11.559s,17
16,23,Sebastien Buemi,STR Ferrari,,1
